district,crime_type,defendant_race,n_cases,mean_sentence,median_sentence
23,Unknown,Unknown,38,78.74631578947368,24.0
23,Unknown,White,851,70.57837837837837,41.0
24,Admin of Justice,Black,7,397.42857142857144,470.0
24,Admin of Justice,Hispanic,3,382.6666666666667,360.0
24,Admin of Justice,Unknown,2,120.0,120.0
24,Admin of Justice,White,9,139.77777777777777,80.0
24,Antitrust,Black,1,18.0,18.0
24,Antitrust,Hispanic,1,24.0,24.0
24,Antitrust,White,1,37.0,37.0
24,Arson,Black,10,372.4,427.0
24,Arson,Hispanic,4,334.25,313.5
24,Arson,Unknown,2,313.0,313.0
24,Arson,White,2,385.0,385.0
24,Assault,Black,35,175.31428571428572,132.0
24,Assault,Hispanic,33,151.12121212121212,120.0
24,Assault,Unknown,2,72.0,72.0
24,Assault,White,45,174.66666666666666,120.0
24,Bribery/Corruption,Black,27,38.14,24.0
24,Bribery/Corruption,Hispanic,6,53.833333333333336,49.5
24,Bribery/Corruption,Unknown,18,2.2222222222222223,0.41000000000000003
24,Bribery/Corruption,White,13,26.103846153846156,24.0
24,Burglary/Trespass,Black,44,111.1590909090909,82.5
24,Burglary/Trespass,Hispanic,4,153.75,172.5
24,Burglary/Trespass,Unknown,4,53.75,55.0
24,Burglary/Trespass,White,28,127.89285714285714,95.5
24,Drug Trafficking,Black,3,36.0,24.0
24,Drug Trafficking,Hispanic,4,88.25,60.0
24,Drug Trafficking,White,5,79.0,84.0
24,Embezzlement,Black,2557,135.3277825576848,120.0
24,Embezzlement,Hispanic,599,93.7913021702838,70.0
24,Embezzlement,Unknown,159,103.14421383647799,78.0
24,Embezzlement,White,717,83.20627615062762,60.0
24,Environmental,Black,5,22.8,24.0
24,Environmental,Hispanic,2,33.0,33.0
24,Environmental,White,3,25.343333333333334,16.0
24,Extortion/Racketeering,Black,82,8.571219512195123,0.49
24,Extortion/Racketeering,Hispanic,10,2.1369999999999996,0.325
24,Extortion/Racketeering,Unknown,69,0.9269565217391305,0.2
24,Extortion/Racketeering,White,53,4.5579245283018865,1.0
24,Firearms,Black,1324,146.34932024169186,97.0
24,Firearms,Hispanic,111,130.37747747747747,72.0
24,Firearms,Unknown,35,112.65885714285714,72.0
24,Firearms,White,225,85.96853333333333,60.0
24,Fraud,Black,14,192.6942857142857,33.5
24,Fraud,Hispanic,1,24.0,24.0
24,Fraud,White,5,19.778,18.0
24,Immigration,Black,86,16.093372093023255,10.5
24,Immigration,Hispanic,16,28.7175,24.0
24,Immigration,Unknown,91,5.819340659340659,1.0
24,Immigration,White,44,14.79090909090909,12.015
24,Kidnapping,Black,708,42.99673728813559,33.0
24,Kidnapping,Hispanic,181,26.813812154696134,15.0
24,Kidnapping,Unknown,155,28.069290322580645,18.0
24,Kidnapping,White,556,48.22043165467626,30.0
24,Larceny,Black,13,22.555384615384618,21.0
24,Larceny,Hispanic,2,2.015,2.015
24,Larceny,Unknown,5,5.504,0.46
24,Larceny,White,10,19.032999999999998,13.5
24,Manslaughter,Black,63,27.93015873015873,24.0
24,Manslaughter,Hispanic,9,16.235555555555557,12.03
24,Manslaughter,Unknown,3,30.666666666666668,37.0
24,Manslaughter,White,22,29.272727272727273,30.0
24,Money Laundering,Black,26,32.61769230769231,20.5
24,Money Laundering,Hispanic,9,23.950000000000003,21.0
24,Money Laundering,Unknown,3,77.0,87.0
24,Money Laundering,White,34,37.18176470588236,27.0
24,Murder,Black,30,24.040333333333333,20.5
24,Murder,Hispanic,2,24.5,24.5
24,Murder,Unknown,17,13.844705882352942,14.0
24,Murder,White,49,25.0865306122449,18.0
24,Obscenity/Other Sex,Black,53,53.94301886792453,37.0
24,Obscenity/Other Sex,Hispanic,15,61.66866666666667,48.0
24,Obscenity/Other Sex,Unknown,24,40.92166666666667,24.0
24,Obscenity/Other Sex,White,49,54.51673469387755,60.0
24,Other,Black,9,68.0,63.0
24,Other,Hispanic,9,60.44444444444444,60.0
24,Other,Unknown,6,137.66666666666666,77.0
24,Other,White,153,98.37908496732027,72.0
24,Robbery,Black,94,151.60638297872342,96.0
24,Robbery,Hispanic,71,195.95774647887325,108.0
24,Robbery,Unknown,11,114.91181818181818,60.0
24,Robbery,White,47,70.34106382978725,60.0
24,Sexual Abuse,Unknown,2,51.5,51.5
24,Sexual Abuse,White,1,16.0,16.0
24,Tax,Black,60,17.623833333333334,9.5
24,Tax,Hispanic,1130,16.540814159292033,10.0
24,Tax,Unknown,202,6.332970297029703,4.0
24,Tax,White,83,14.702289156626506,6.39
24,Unknown,Black,1263,89.12524148851939,60.0
24,Unknown,Hispanic,818,43.25850855745721,6.745
24,Unknown,Unknown,640,14.1354375,0.33
24,Unknown,White,1013,81.33100691016782,60.0
25,Admin of Justice,Black,2,470.0,470.0
25,Admin of Justice,White,5,305.6,300.0
25,Assault,Black,3,72.52,58.0
25,Assault,Hispanic,2,65.065,65.065
25,Assault,White,14,103.92857142857143,98.0
25,Bribery/Corruption,Black,17,75.23529411764706,24.0
25,Bribery/Corruption,Hispanic,5,92.2,105.0
25,Bribery/Corruption,Unknown,2,19.28,19.28
25,Bribery/Corruption,White,14,85.90857142857143,63.0
25,Burglary/Trespass,Black,4,91.75,83.5
25,Burglary/Trespass,White,19,111.21052631578948,72.0
25,Drug Trafficking,Black,3,88.0,60.0
25,Drug Trafficking,White,10,55.1,47.5
25,Embezzlement,Black,935,117.30472727272728,96.0
25,Embezzlement,Hispanic,295,104.05094915254237,87.0
25,Embezzlement,Unknown,10,41.6,35.5
25,Embezzlement,White,1158,85.76787564766839,70.0
25,Environmental,White,2,20.0,20.0
25,Extortion/Racketeering,Black,3,122.0,132.0
25,Extortion/Racketeering,Hispanic,1,6.0,6.0
25,Extortion/Racketeering,Unknown,2,0.625,0.625
25,Extortion/Racketeering,White,4,1.9224999999999999,2.0
25,Firearms,Black,254,129.04007874015747,114.0
25,Firearms,Hispanic,41,107.36609756097562,106.0
25,Firearms,White,301,104.80063122923589,63.0
25,Fraud,Hispanic,1,24.0,24.0
25,Fraud,White,3,70.66666666666667,60.0
25,Immigration,Black,3,17.666666666666668,14.0
25,Immigration,White,22,20.09090909090909,12.515
25,Kidnapping,Black,89,31.682247191011232,29.0
25,Kidnapping,Hispanic,30,23.387999999999998,12.83
25,Kidnapping,Unknown,10,12.548,7.0
25,Kidnapping,White,244,32.149508196721314,24.0
25,Larceny,Black,1,14.0,14.0
25,Larceny,White,14,33.472142857142856,13.015
25,Manslaughter,Black,12,22.6575,17.5
25,Manslaughter,Hispanic,4,16.689999999999998,16.78
25,Manslaughter,Unknown,1,4.0,4.0
25,Manslaughter,White,39,21.835641025641028,18.0
25,Money Laundering,Black,1,46.0,46.0
25,Money Laundering,Hispanic,1,12.03,12.03
25,Money Laundering,White,2,27.0,27.0
25,Murder,Black,4,21.75,18.0
25,Murder,Hispanic,2,16.515,16.515
25,Murder,Unknown,3,5.283333333333333,3.0
25,Murder,White,14,16.294285714285714,13.015
25,Obscenity/Other Sex,Black,15,49.95933333333333,30.0
25,Obscenity/Other Sex,Hispanic,2,38.0,38.0
25,Obscenity/Other Sex,Unknown,10,37.4,36.0
25,Obscenity/Other Sex,White,26,37.066153846153846,25.5
25,Other,Black,1,188.0,188.0
25,Other,Hispanic,1,180.0,180.0
25,Other,Unknown,2,65.0,65.0
25,Other,White,31,167.0,71.0
25,Robbery,Black,28,131.6142857142857,83.5
25,Robbery,Unknown,1,41.0,41.0
25,Robbery,White,12,53.58583333333333,31.0
25,Sexual Abuse,White,4,14.0,14.0
25,Stalking/Harassing,White,1,78.0,78.0
25,Tax,Black,5,16.738,6.0
25,Tax,Hispanic,78,33.39961538461539,30.0
25,Tax,Unknown,1,6.0,6.0
25,Tax,White,2,30.0,30.0
25,Unknown,Black,226,85.47057522123893,60.0
25,Unknown,Hispanic,157,28.945414012738855,10.0
25,Unknown,Unknown,38,47.56921052631579,20.0
25,Unknown,White,492,95.7135975609756,60.0
26,Admin of Justice,Black,3,318.3333333333333,470.0
26,Admin of Justice,White,1,135.0,135.0
26,Assault,Black,2,165.5,165.5
26,Assault,Unknown,1,63.0,63.0
26,Assault,White,16,130.125,87.0
26,Bribery/Corruption,Black,43,44.95418604651163,24.0
26,Bribery/Corruption,Hispanic,34,20.59,24.0
26,Bribery/Corruption,Unknown,39,37.769999999999996,24.0
26,Bribery/Corruption,White,33,54.84939393939394,24.0
26,Burglary/Trespass,Black,3,82.66666666666667,30.0
26,Burglary/Trespass,White,15,88.06866666666666,51.0
26,Drug Trafficking,White,2,60.0,60.0
26,Embezzlement,Black,786,77.76061068702289,60.0
26,Embezzlement,Hispanic,63,67.23206349206349,46.0
26,Embezzlement,Unknown,26,65.61884615384615,47.0
26,Embezzlement,White,914,47.071772428884024,36.0
26,Environmental,Black,7,37.857142857142854,33.0
26,Environmental,Hispanic,1,92.0,92.0
26,Environmental,White,15,27.537333333333333,24.0
26,Extortion/Racketeering,White,1,4.0,4.0
26,Firearms,Black,116,62.026637931034486,46.0
26,Firearms,Hispanic,11,48.73,33.0
26,Firearms,Unknown,7,49.42857142857143,36.0
26,Firearms,White,288,47.93788194444445,36.0
26,Forgery,White,2,28.5,28.5
26,Fraud,Black,1,51.0,51.0
26,Fraud,White,1,37.0,37.0
26,Immigration,Black,2,23.515,23.515
26,Immigration,White,8,20.87875,16.515
26,Kidnapping,Black,20,24.051499999999997,23.5
26,Kidnapping,Hispanic,8,8.875,6.0
26,Kidnapping,Unknown,4,15.0,10.5
26,Kidnapping,White,70,32.78757142857143,18.0
26,Larceny,White,7,32.00857142857143,18.0
26,Manslaughter,Black,2,32.5,32.5
26,Manslaughter,Hispanic,1,21.0,21.0
26,Manslaughter,White,12,21.893333333333334,16.5
26,Money Laundering,Black,2,18.0,18.0
26,Money Laundering,White,4,18.0075,15.015
26,Murder,Black,1,60.0,60.0
26,Murder,White,18,19.395555555555557,18.0
26,Obscenity/Other Sex,Black,3,18.01,18.0
26,Obscenity/Other Sex,White,5,32.006,18.0
26,Other,Black,2,70.0,70.0
26,Other,Unknown,4,64.75,62.0
26,Other,White,26,95.34615384615384,46.0
26,Robbery,Black,12,57.833333333333336,60.0
26,Robbery,Hispanic,2,42.0,42.0
26,Robbery,Unknown,1,60.0,60.0
26,Robbery,White,41,39.0,37.0
26,Stalking/Harassing,White,1,18.0,18.0
26,Tax,Black,2,30.5,30.5
26,Tax,Hispanic,32,10.1840625,4.925
26,Tax,Unknown,14,4.602142857142857,2.5
26,Tax,White,10,6.752000000000001,2.975
26,Unknown,Black,314,51.34328025477707,24.0
26,Unknown,Hispanic,57,38.52175438596491,12.0
26,Unknown,Unknown,69,20.28289855072464,12.0
26,Unknown,White,563,51.48952042628774,34.0
27,Arson,White,1,470.0,470.0
27,Assault,White,13,50.23076923076923,41.0
27,Bribery/Corruption,Black,9,18.22222222222222,12.0
27,Bribery/Corruption,Hispanic,1,96.0,96.0
27,Bribery/Corruption,Unknown,1,4.0,4.0
27,Bribery/Corruption,White,7,53.142857142857146,60.0
27,Burglary/Trespass,Black,6,102.33333333333333,76.5
27,Burglary/Trespass,White,16,100.064375,97.5
27,Drug Trafficking,Black,2,46.0,46.0
27,Drug Trafficking,White,4,70.75,69.0
27,Embezzlement,Black,761,72.77332457293035,60.0
27,Embezzlement,Hispanic,54,70.10888888888888,47.0
27,Embezzlement,Unknown,22,58.72863636363636,38.5
27,Embezzlement,White,638,49.465642633228846,37.0
27,Environmental,Black,18,32.22222222222222,27.0
27,Environmental,Hispanic,2,21.0,21.0
27,Environmental,White,28,25.858214285714286,18.0
27,Extortion/Racketeering,Black,10,6.3,5.5
27,Extortion/Racketeering,Hispanic,2,8.5,8.5
27,Extortion/Racketeering,White,12,5.333333333333333,5.0
27,Firearms,Black,149,75.35986577181208,60.0
27,Firearms,Hispanic,1,70.0,70.0
27,Firearms,Unknown,7,51.857142857142854,60.0
27,Firearms,White,194,59.73237113402062,39.0
27,Forgery,White,4,11.7575,12.015
27,Fraud,Black,1,115.0,115.0
27,Fraud,White,4,64.75,54.5
27,Immigration,Hispanic,1,12.03,12.03
27,Immigration,White,17,16.064117647058822,15.0
27,Kidnapping,Black,9,17.77777777777778,20.0
27,Kidnapping,Hispanic,4,19.5,8.0
27,Kidnapping,Unknown,4,28.0475,15.015
27,Kidnapping,White,103,24.703009708737863,21.0
27,Larceny,Black,2,9.015,9.015
27,Larceny,White,16,23.261875,22.5
27,Manslaughter,Black,6,26.0,24.0
27,Manslaughter,Hispanic,4,6.0,6.0
27,Manslaughter,White,16,23.1875,15.0
27,Money Laundering,White,3,10.666666666666666,9.0
27,Murder,Hispanic,2,26.0,26.0
27,Murder,White,22,21.049545454545456,22.0
27,Obscenity/Other Sex,Black,2,65.0,65.0
27,Obscenity/Other Sex,White,7,33.857142857142854,26.0
27,Other,White,19,147.47368421052633,100.0
27,Robbery,Black,7,81.85714285714286,60.0
27,Robbery,Hispanic,3,12.913333333333334,12.03
27,Robbery,Unknown,4,55.0,59.0
27,Robbery,White,26,33.45961538461539,29.0
27,Stalking/Harassing,White,4,22.25,16.5
27,Tax,Hispanic,20,15.01,12.03
27,Tax,Unknown,1,3.0,3.0
27,Tax,White,1,46.0,46.0
27,Unknown,Black,358,56.64287709497207,41.0
27,Unknown,Hispanic,80,15.081375,5.48
27,Unknown,Unknown,21,31.17666666666667,24.0
27,Unknown,White,500,56.81556,37.0
28,Admin of Justice,Black,7,211.0,120.0
28,Admin of Justice,White,1,120.0,120.0
28,Antitrust,White,1,78.0,78.0
28,Assault,Black,4,335.25,370.0
28,Assault,Hispanic,1,121.0,121.0
28,Assault,White,2,133.0,133.0
28,Bribery/Corruption,Black,7,55.978571428571435,57.0
28,Bribery/Corruption,Hispanic,2,18.0,18.0
28,Bribery/Corruption,White,7,45.31857142857143,46.0
28,Burglary/Trespass,Black,35,116.94285714285714,85.0
28,Burglary/Trespass,Hispanic,1,30.0,30.0
28,Burglary/Trespass,White,18,63.833333333333336,49.5
28,Drug Trafficking,Black,2,51.0,51.0
28,Drug Trafficking,White,6,89.0,65.0
28,Embezzlement,Black,1046,124.01352772466538,96.0
28,Embezzlement,Hispanic,110,91.93309090909091,70.0
28,Embezzlement,Unknown,33,77.06151515151515,56.0
28,Embezzlement,White,225,75.00937777777779,60.0
28,Environmental,Black,7,40.86142857142857,46.0
28,Environmental,Hispanic,1,24.0,24.0
28,Environmental,Unknown,3,18.0,24.0
28,Environmental,White,4,36.75,39.0
28,Extortion/Racketeering,Black,4,31.5,21.0
28,Extortion/Racketeering,White,1,12.0,12.0
28,Firearms,Black,374,99.62245989304813,60.0
28,Firearms,Hispanic,40,32.683499999999995,12.03
28,Firearms,Unknown,7,146.43285714285713,80.0
28,Firearms,White,60,61.34316666666667,43.0
28,Forgery,White,1,15.0,15.0
28,Fraud,Black,1,19.85,19.85
28,Fraud,White,1,125.0,125.0
28,Immigration,Black,27,18.874074074074073,15.0
28,Immigration,Hispanic,1,10.0,10.0
28,Immigration,Unknown,3,21.0,27.0
28,Immigration,White,13,20.466153846153848,18.0
28,Kidnapping,Black,136,33.895514705882356,20.0
28,Kidnapping,Hispanic,73,20.127945205479453,9.0
28,Kidnapping,Unknown,14,26.43285714285714,15.5
28,Kidnapping,White,107,49.09299065420561,27.0
28,Larceny,Black,2,14.015,14.015
28,Larceny,Hispanic,1,46.0,46.0
28,Larceny,White,3,19.333333333333332,18.0
28,Manslaughter,Black,14,27.11785714285714,18.0
28,Manslaughter,Hispanic,1,8.0,8.0
28,Manslaughter,Unknown,1,6.0,6.0
28,Manslaughter,White,8,28.87875,21.0
28,Money Laundering,Black,10,30.906,21.0
28,Money Laundering,Unknown,1,6.0,6.0
28,Money Laundering,White,13,31.615384615384617,21.0
28,Murder,Black,8,20.62875,13.515
28,Murder,Hispanic,4,17.5,17.0
28,Murder,Unknown,1,3.0,3.0
28,Murder,White,8,20.21125,19.5
28,Obscenity/Other Sex,Black,5,43.4,42.0
28,Obscenity/Other Sex,Unknown,1,51.0,51.0
28,Obscenity/Other Sex,White,5,37.4,40.0
28,Other,Black,2,150.5,150.5
28,Other,Hispanic,1,51.0,51.0
28,Other,Unknown,4,23.5,19.5
28,Other,White,15,93.13333333333334,78.0
28,Robbery,Black,32,283.0,378.0
28,Robbery,White,6,40.0,34.0
28,Sexual Abuse,White,1,30.0,30.0
28,Stalking/Harassing,Black,4,300.75,366.0
28,Tax,Black,8,9.78375,6.425
28,Tax,Hispanic,443,15.496591422121895,7.62
28,Tax,Unknown,7,18.13142857142857,11.0
28,Tax,White,20,14.008000000000001,9.535
28,Unknown,Black,347,90.5172334293948,60.0
28,Unknown,Hispanic,219,27.30904109589041,10.0
28,Unknown,Unknown,22,89.66272727272727,45.0
28,Unknown,White,224,72.19816964285714,60.0
29,Admin of Justice,White,1,84.0,84.0
29,Assault,Black,1,108.0,108.0
29,Assault,White,1,192.0,192.0
29,Bribery/Corruption,Hispanic,1,21.0,21.0
29,Bribery/Corruption,White,3,24.333333333333332,12.0
29,Burglary/Trespass,Black,1,188.0,188.0
29,Burglary/Trespass,White,1,72.0,72.0
29,Drug Trafficking,Black,1,60.0,60.0
29,Embezzlement,Black,292,99.54140410958904,71.0
29,Embezzlement,Hispanic,33,80.54666666666667,60.0
29,Embezzlement,Unknown,28,69.21392857142857,57.0
29,Embezzlement,White,75,84.74026666666667,63.0
29,Environmental,Black,1,38.0,38.0
29,Environmental,White,3,27.0,18.0
29,Extortion/Racketeering,Black,2,100.0,100.0
29,Firearms,Black,299,66.0520066889632,54.0
29,Firearms,Hispanic,18,49.07333333333334,19.0
29,Firearms,Unknown,4,61.155,35.5
29,Firearms,White,57,80.4159649122807,60.0
29,Forgery,Black,1,24.0,24.0
29,Fraud,Black,3,23.0,21.0
29,Fraud,White,2,52.0,52.0
29,Immigration,Black,4,18.25,16.5
29,Immigration,Hispanic,1,70.0,70.0
29,Immigration,Unknown,1,60.0,60.0
29,Immigration,White,1,27.0,27.0
29,Kidnapping,Black,132,36.50204545454546,30.0
29,Kidnapping,Hispanic,45,9.294666666666666,5.43
29,Kidnapping,Unknown,5,55.2,37.0
29,Kidnapping,White,75,35.1516,27.0
29,Larceny,Black,5,10.018,6.0
29,Larceny,White,5,20.806,21.0
29,Manslaughter,Black,11,34.03272727272727,34.0
29,Manslaughter,White,13,25.307692307692307,24.0
29,Money Laundering,Black,3,18.333333333333332,21.0
29,Murder,Black,7,19.428571428571427,18.0
29,Murder,White,1,48.0,48.0
29,Obscenity/Other Sex,Black,3,60.0,60.0
29,Obscenity/Other Sex,Hispanic,2,29.5,29.5
29,Obscenity/Other Sex,Unknown,1,70.0,70.0
29,Obscenity/Other Sex,White,1,30.0,30.0
29,Other,Hispanic,2,70.5,70.5
29,Other,White,11,137.09363636363636,78.0
29,Robbery,Black,8,90.5,65.0
29,Robbery,Hispanic,1,30.0,30.0
29,Robbery,White,2,37.515,37.515
29,Stalking/Harassing,White,2,75.5,75.5
29,Tax,Hispanic,251,12.16569721115538,4.92
29,Tax,Unknown,1,14.0,14.0
29,Tax,White,4,14.33,4.395
29,Unknown,Black,220,67.64450000000001,50.515
29,Unknown,Hispanic,95,21.41978947368421,7.0
29,Unknown,Unknown,9,34.114444444444445,32.0
29,Unknown,White,147,71.02646258503401,37.0
30,Admin of Justice,Black,1,360.0,360.0
30,Admin of Justice,Hispanic,4,292.5,260.0
30,Admin of Justice,White,1,360.0,360.0
30,Antitrust,Hispanic,1,135.0,135.0
30,Antitrust,White,2,78.5,78.5
30,Arson,Hispanic,2,150.0,150.0
30,Arson,White,1,120.0,120.0
30,Assault,Black,14,144.42857142857142,121.0
30,Assault,Hispanic,1,100.0,100.0
30,Assault,White,21,136.90619047619046,120.0
30,Bribery/Corruption,Black,17,102.17647058823529,95.0
30,Bribery/Corruption,Hispanic,19,87.57894736842105,84.0
30,Bribery/Corruption,Unknown,5,55.013999999999996,33.0
30,Bribery/Corruption,White,34,63.765588235294125,57.0
30,Burglary/Trespass,Black,8,178.375,135.0
30,Burglary/Trespass,Hispanic,1,24.0,24.0
30,Burglary/Trespass,White,6,149.33333333333334,69.0
30,Embezzlement,Black,571,112.58504378283712,97.0
30,Embezzlement,Hispanic,142,105.9293661971831,87.0
30,Embezzlement,Unknown,19,113.6236842105263,120.0
30,Embezzlement,White,259,89.32274131274131,70.0
30,Environmental,Black,6,35.67166666666667,38.0
30,Environmental,White,2,24.015,24.015
30,Extortion/Racketeering,Black,1,4.0,4.0
30,Extortion/Racketeering,Unknown,4,0.78,0.895
30,Extortion/Racketeering,White,2,6.0,6.0
30,Firearms,Black,258,111.00189922480621,70.0
30,Firearms,Hispanic,23,39.63521739130435,12.03
30,Firearms,Unknown,5,56.2,30.0
30,Firearms,White,125,90.67511999999999,57.0
30,Forgery,Black,1,12.0,12.0
30,Forgery,Unknown,1,12.03,12.03
30,Forgery,White,1,12.03,12.03
30,Fraud,Black,7,83.0,36.0
30,Fraud,Hispanic,1,57.0,57.0
30,Fraud,White,4,37.7575,25.515
30,Immigration,Black,40,16.7185,12.0
30,Immigration,Unknown,8,5.25375,5.5
30,Immigration,White,33,12.286969696969697,10.0
30,Kidnapping,Black,161,26.857515527950312,21.0
30,Kidnapping,Hispanic,28,12.656428571428572,8.6
30,Kidnapping,Unknown,17,11.373529411764705,7.69
30,Kidnapping,White,163,32.86760736196319,24.0
30,Larceny,Black,5,8.418,10.0
30,Larceny,White,10,16.003,12.0
30,Manslaughter,Black,19,37.68736842105263,24.0
30,Manslaughter,Hispanic,3,14.666666666666666,18.0
30,Manslaughter,Unknown,2,15.015,15.015
30,Manslaughter,White,28,24.482857142857142,18.0
30,Money Laundering,Black,3,19.02,12.03
30,Money Laundering,White,2,48.0,48.0
30,Murder,Black,20,29.851499999999998,27.0
30,Murder,Hispanic,1,21.0,21.0
30,Murder,White,9,26.114444444444445,24.0
30,Obscenity/Other Sex,Black,4,34.7575,24.5
30,Obscenity/Other Sex,Hispanic,6,19.51,19.5
30,Obscenity/Other Sex,White,6,74.16666666666667,60.0
30,Other,Black,4,192.5,111.0
30,Other,Hispanic,3,110.0,60.0
30,Other,White,60,124.23383333333332,91.0
30,Robbery,Black,10,69.8,60.0
30,Robbery,Hispanic,3,32.333333333333336,16.0
30,Robbery,Unknown,1,10.0,10.0
30,Robbery,White,7,30.857142857142858,18.0
30,Stalking/Harassing,White,18,28.06222222222222,18.015
30,Tax,Black,12,26.669166666666666,18.0
30,Tax,Hispanic,183,24.848743169398904,15.0
30,Tax,Unknown,31,8.044516129032258,5.0
30,Tax,White,14,22.11285714285714,12.03
30,Unknown,Black,403,84.42853598014888,58.0
30,Unknown,Hispanic,242,29.235413223140498,5.925
30,Unknown,Unknown,25,25.768800000000002,6.0
30,Unknown,White,451,105.19361419068736,60.0
31,Admin of Justice,Black,1,168.0,168.0
31,Antitrust,Black,2,30.0,30.0
31,Antitrust,White,1,37.0,37.0
31,Arson,Black,1,470.0,470.0
31,Arson,White,1,235.0,235.0
31,Assault,Black,7,106.14285714285714,120.0
31,Assault,Hispanic,2,120.0,120.0
31,Assault,Unknown,2,114.0,114.0
31,Assault,White,27,113.66666666666667,120.0
31,Bribery/Corruption,Black,2,12.0,12.0
31,Bribery/Corruption,White,3,22.333333333333332,21.0
31,Burglary/Trespass,Black,16,89.751875,63.0
31,Burglary/Trespass,Hispanic,1,71.0,71.0
31,Burglary/Trespass,Unknown,1,57.0,57.0
31,Burglary/Trespass,White,8,73.125,54.0
31,Drug Trafficking,Black,2,60.0,60.0
31,Drug Trafficking,White,2,84.0,84.0
31,Embezzlement,Black,411,78.67535279805352,60.0
31,Embezzlement,Hispanic,43,79.49744186046512,60.0
31,Embezzlement,Unknown,7,81.42857142857143,84.0
31,Embezzlement,White,102,79.50676470588235,64.0
31,Environmental,Black,8,41.0,48.0
31,Environmental,Unknown,1,40.0,40.0
31,Environmental,White,1,32.0,32.0
31,Extortion/Racketeering,Black,1,2.03,2.03
31,Extortion/Racketeering,Unknown,1,12.0,12.0
31,Firearms,Black,207,59.51657004830918,37.0
31,Firearms,Hispanic,16,35.564375,18.0
31,Firearms,White,70,72.45885714285714,47.0
31,Forgery,Black,2,22.0,22.0
31,Fraud,White,1,60.0,60.0
31,Immigration,Black,7,19.15142857142857,12.03
31,Immigration,Hispanic,1,8.0,8.0
31,Immigration,White,4,24.0,27.0
31,Kidnapping,Black,81,43.6,30.0
31,Kidnapping,Hispanic,6,21.03,14.91
31,Kidnapping,Unknown,14,18.087857142857143,11.0
31,Kidnapping,White,65,26.68523076923077,21.0
31,Larceny,Black,3,4.0633333333333335,0.16
31,Larceny,White,4,35.5075,33.5
31,Manslaughter,Black,46,20.454565217391302,18.0
31,Manslaughter,White,18,18.11777777777778,13.015
31,Money Laundering,Black,2,50.0,50.0
31,Money Laundering,White,7,27.142857142857142,24.0
31,Murder,Black,2,15.0,15.0
31,Murder,White,4,23.2575,18.015
31,Obscenity/Other Sex,Black,2,31.515,31.515
31,Obscenity/Other Sex,Hispanic,1,72.0,72.0
31,Obscenity/Other Sex,Unknown,1,36.0,36.0
31,Obscenity/Other Sex,White,3,34.333333333333336,31.0
31,Other,Black,1,60.0,60.0
31,Other,Unknown,1,120.0,120.0
31,Other,White,19,93.94894736842105,65.0
31,Robbery,Black,4,34.75,31.5
31,Robbery,Hispanic,1,12.03,12.03
31,Robbery,White,15,165.4,156.0
31,Stalking/Harassing,Black,3,12.666666666666666,12.0
31,Stalking/Harassing,White,5,11.443999999999999,0.16
31,Tax,Hispanic,30,17.556333333333335,12.515
31,Tax,Unknown,7,3.332857142857143,4.0
31,Tax,White,1,21.0,21.0
31,Unknown,Black,326,48.08895705521472,30.0
31,Unknown,Hispanic,53,25.754150943396226,14.0
31,Unknown,Unknown,14,23.045714285714286,24.0
31,Unknown,White,241,67.97991701244813,30.0
32,Admin of Justice,Black,6,325.0,385.0
32,Admin of Justice,Hispanic,2,270.0,270.0
32,Admin of Justice,Unknown,3,302.3333333333333,327.0
32,Admin of Justice,White,4,244.5,159.0
32,Antitrust,Hispanic,1,300.0,300.0
32,Antitrust,Unknown,5,57.0,45.0
32,Arson,Black,2,319.0,319.0
32,Arson,Unknown,1,28.0,28.0
32,Arson,White,4,322.5,355.0
32,Assault,Black,2,379.0,379.0
32,Assault,Unknown,23,68.56521739130434,25.0
32,Assault,White,9,74.22222222222223,60.0
32,Bribery/Corruption,Black,13,24.226923076923075,18.0
32,Bribery/Corruption,Hispanic,1,65.0,65.0
32,Bribery/Corruption,Unknown,12,43.791666666666664,35.5
32,Bribery/Corruption,White,11,26.729999999999997,18.0
32,Burglary/Trespass,Black,33,72.66666666666667,61.0
32,Burglary/Trespass,White,26,73.53846153846153,61.5
32,Drug Trafficking,White,1,84.0,84.0
32,Embezzlement,Black,533,107.83643527204502,80.0
32,Embezzlement,Hispanic,116,110.06922413793104,87.0
32,Embezzlement,Unknown,33,84.87878787878788,63.0
32,Embezzlement,White,192,94.07828124999999,72.0
32,Environmental,Black,16,39.3125,43.5
32,Environmental,Hispanic,4,48.0,48.0
32,Environmental,Unknown,1,39.0,39.0
32,Environmental,White,2,48.0,48.0
32,Extortion/Racketeering,Black,2,77.0,77.0
32,Extortion/Racketeering,White,1,18.0,18.0
32,Firearms,Black,339,81.83796460176991,51.0
32,Firearms,Hispanic,38,25.462894736842106,15.0
32,Firearms,Unknown,12,69.33333333333333,72.0
32,Firearms,White,102,67.50029411764706,51.0
32,Forgery,Black,7,24.857142857142858,26.0
32,Forgery,Unknown,6,30.166666666666668,22.0
32,Fraud,Black,5,35.206,39.0
32,Fraud,White,2,63.5,63.5
32,Immigration,Black,36,25.124444444444446,12.03
32,Immigration,Hispanic,4,15.2875,15.295
32,Immigration,Unknown,2,19.5,19.5
32,Immigration,White,24,20.3425,15.5
