district,crime_type,defendant_race,n_cases,mean_sentence,median_sentence
52,Drug Trafficking,White,3,84.0,60.0
52,Embezzlement,Black,277,131.64620938628158,120.0
52,Embezzlement,Hispanic,112,99.08089285714286,78.0
52,Embezzlement,Unknown,43,96.24093023255813,72.0
52,Embezzlement,White,217,75.79046082949309,60.0
52,Environmental,Hispanic,1,48.0,48.0
52,Environmental,White,3,25.686666666666667,12.03
52,Extortion/Racketeering,Black,3,80.66666666666667,60.0
52,Extortion/Racketeering,Hispanic,2,5.0,5.0
52,Firearms,Black,130,90.20292307692307,60.0
52,Firearms,Hispanic,17,55.768235294117645,36.0
52,Firearms,Unknown,13,88.76923076923077,66.0
52,Firearms,White,102,81.2279411764706,61.5
52,Fraud,White,4,50.25,52.5
52,Immigration,Black,2,54.0,54.0
52,Immigration,White,21,18.100952380952382,12.03
52,Kidnapping,Black,30,26.76033333333333,22.5
52,Kidnapping,Hispanic,22,12.870454545454544,10.015
52,Kidnapping,Unknown,7,28.442857142857143,12.03
52,Kidnapping,White,107,29.658504672897198,21.0
52,Larceny,Black,1,2.0,2.0
52,Larceny,White,19,13.707894736842105,12.0
52,Manslaughter,Black,7,18.285714285714285,18.0
52,Manslaughter,White,13,21.233076923076922,18.0
52,Money Laundering,Black,1,24.0,24.0
52,Money Laundering,Hispanic,1,18.0,18.0
52,Money Laundering,Unknown,2,48.0,48.0
52,Money Laundering,White,1,24.0,24.0
52,Murder,Hispanic,1,12.03,12.03
52,Murder,Unknown,3,19.343333333333334,12.03
52,Murder,White,20,14.9575,12.03
52,Obscenity/Other Sex,Unknown,2,18.0,18.0
52,Obscenity/Other Sex,White,4,46.25,45.0
52,Other,Black,1,151.0,151.0
52,Other,White,32,186.90625,120.0
52,Robbery,Black,1,188.0,188.0
52,Robbery,White,10,56.5,61.5
52,Sexual Abuse,White,2,7.05,7.05
52,Tax,Hispanic,130,25.092538461538464,18.0
52,Tax,Unknown,2,33.0,33.0
52,Tax,White,3,24.333333333333332,24.0
52,Unknown,Black,185,72.12864864864865,59.0
52,Unknown,Hispanic,104,27.996346153846154,12.015
52,Unknown,Unknown,28,47.041071428571435,39.0
52,Unknown,White,269,77.51059479553903,54.0
53,Admin of Justice,Black,2,367.0,367.0
53,Assault,Black,3,142.66666666666666,180.0
53,Assault,Hispanic,2,120.0,120.0
53,Assault,White,10,94.2,102.0
53,Bribery/Corruption,Black,4,42.75,22.5
53,Bribery/Corruption,Hispanic,9,44.111111111111114,46.0
53,Bribery/Corruption,Unknown,1,14.0,14.0
53,Bribery/Corruption,White,11,78.75454545454545,60.0
53,Burglary/Trespass,Black,52,80.2651923076923,64.0
53,Burglary/Trespass,Hispanic,2,170.0,170.0
53,Burglary/Trespass,Unknown,1,46.0,46.0
53,Burglary/Trespass,White,27,87.52703703703703,66.0
53,Drug Trafficking,Black,1,60.0,60.0
53,Drug Trafficking,White,5,111.4,96.0
53,Embezzlement,Black,643,93.74559875583203,70.0
53,Embezzlement,Hispanic,372,84.59908602150537,70.0
53,Embezzlement,Unknown,9,85.66666666666667,72.0
53,Embezzlement,White,497,77.56150905432595,60.0
53,Environmental,Black,37,36.87621621621622,41.0
53,Environmental,Hispanic,9,25.644444444444446,24.0
53,Environmental,Unknown,1,36.0,36.0
53,Environmental,White,28,42.05321428571428,48.0
53,Extortion/Racketeering,Black,1,120.0,120.0
53,Firearms,Black,320,90.149875,70.0
53,Firearms,Hispanic,49,29.67326530612245,15.56
53,Firearms,Unknown,7,29.571428571428573,30.0
53,Firearms,White,140,86.77492857142857,60.0
53,Fraud,Black,1,24.0,24.0
53,Immigration,Black,7,32.151428571428575,27.0
53,Immigration,White,12,28.349166666666665,25.5
53,Kidnapping,Black,104,31.4925,24.0
53,Kidnapping,Hispanic,26,12.76076923076923,10.945
53,Kidnapping,Unknown,22,6.645909090909091,1.1
53,Kidnapping,White,135,31.636074074074074,24.0
53,Larceny,Black,1,6.0,6.0
53,Larceny,Unknown,1,14.0,14.0
53,Larceny,White,7,14.151428571428571,12.03
53,Manslaughter,Black,35,22.98742857142857,18.0
53,Manslaughter,Hispanic,5,27.310000000000002,18.0
53,Manslaughter,Unknown,2,9.5,9.5
53,Manslaughter,White,29,21.385172413793104,20.0
53,Money Laundering,Black,4,27.0,27.0
53,Money Laundering,Unknown,2,13.515,13.515
53,Money Laundering,White,3,49.01,15.0
53,Murder,White,8,28.75375,28.5
53,Obscenity/Other Sex,Black,4,21.5,19.5
53,Obscenity/Other Sex,Hispanic,4,25.305,24.46
53,Obscenity/Other Sex,Unknown,1,60.0,60.0
53,Obscenity/Other Sex,White,3,28.343333333333334,25.0
53,Other,Black,3,89.67666666666666,77.0
53,Other,Hispanic,2,6.41,6.41
53,Other,Unknown,1,60.0,60.0
53,Other,White,40,90.75,61.5
53,Robbery,Black,12,98.91666666666667,69.0
53,Robbery,Hispanic,3,52.0,36.0
53,Robbery,White,4,27.5,30.0
53,Stalking/Harassing,Hispanic,1,12.03,12.03
53,Stalking/Harassing,White,8,34.065,24.744999999999997
53,Tax,Hispanic,191,23.434031413612562,15.0
53,Tax,Unknown,36,4.521388888888889,1.395
53,Tax,White,1,21.0,21.0
53,Unknown,Black,789,49.20128010139417,30.0
53,Unknown,Hispanic,380,36.72181578947369,11.120000000000001
53,Unknown,Unknown,50,30.1308,7.0
53,Unknown,White,517,69.81290135396517,48.0
54,Admin of Justice,Unknown,1,120.0,120.0
54,Arson,Black,1,470.0,470.0
54,Arson,White,4,257.25,274.0
54,Assault,Black,8,128.15,120.0
54,Assault,Hispanic,4,39.25,38.0
54,Assault,Unknown,3,16.23,18.0
54,Assault,White,34,163.98882352941177,120.0
54,Bribery/Corruption,Black,1,21.0,21.0
54,Bribery/Corruption,White,8,43.8275,33.0
54,Burglary/Trespass,Black,14,85.57142857142857,68.5
54,Burglary/Trespass,Hispanic,2,33.0,33.0
54,Burglary/Trespass,White,22,65.55681818181819,54.0
54,Embezzlement,Black,317,94.99766561514195,84.0
54,Embezzlement,Hispanic,388,89.979793814433,70.0
54,Embezzlement,Unknown,19,76.36842105263158,63.0
54,Embezzlement,White,225,79.72893333333333,63.0
54,Environmental,Black,6,54.0,48.0
54,Environmental,Hispanic,13,44.15846153846154,46.0
54,Environmental,White,15,46.266666666666666,48.0
54,Extortion/Racketeering,Unknown,1,0.66,0.66
54,Extortion/Racketeering,White,10,3.098,2.0
54,Firearms,Black,85,86.59047058823529,63.0
54,Firearms,Hispanic,64,35.77765625,18.0
54,Firearms,Unknown,7,62.42857142857143,60.0
54,Firearms,White,144,72.25256944444445,47.0
54,Fraud,White,1,6.0,6.0
54,Immigration,Black,5,19.0,24.0
54,Immigration,Hispanic,2,15.41,15.41
54,Immigration,White,26,16.50807692307692,12.0
54,Kidnapping,Black,13,37.46384615384615,28.0
54,Kidnapping,Hispanic,25,12.9176,6.0
54,Kidnapping,Unknown,4,30.965,27.715
54,Kidnapping,White,96,39.826458333333335,24.0
54,Larceny,White,4,30.0075,24.0
54,Manslaughter,Black,1,36.0,36.0
54,Manslaughter,Hispanic,1,5.43,5.43
54,Manslaughter,Unknown,2,16.215,16.215
54,Manslaughter,White,28,20.209285714285716,18.0
54,Money Laundering,White,2,28.5,28.5
54,Murder,Hispanic,1,57.0,57.0
54,Murder,Unknown,1,18.0,18.0
54,Murder,White,14,27.285714285714285,28.0
54,Obscenity/Other Sex,Black,1,121.0,121.0
54,Obscenity/Other Sex,Hispanic,10,54.003,27.0
54,Obscenity/Other Sex,Unknown,1,0.03,0.03
54,Obscenity/Other Sex,White,12,47.5025,28.5
54,Other,Black,1,235.0,235.0
54,Other,Hispanic,3,144.44333333333336,120.0
54,Other,Unknown,3,41.666666666666664,21.0
54,Other,White,48,182.125625,120.0
54,Robbery,Hispanic,2,60.0,60.0
54,Robbery,White,2,24.5,24.5
54,Tax,Hispanic,612,17.151470588235295,8.0
54,Tax,Unknown,5,7.816,2.49
54,Tax,White,22,20.01681818181818,12.015
54,Unknown,Black,134,85.2439552238806,79.0
54,Unknown,Hispanic,216,60.878796296296294,30.0
54,Unknown,Unknown,30,91.113,49.0
54,Unknown,White,536,106.83695895522388,68.13
55,Admin of Justice,Unknown,2,385.0,385.0
55,Admin of Justice,White,2,97.5,97.5
55,Arson,Black,2,287.0,287.0
55,Arson,White,1,235.0,235.0
55,Assault,Black,3,77.0,46.0
55,Assault,Hispanic,2,90.0,90.0
55,Assault,Unknown,5,135.206,24.0
55,Assault,White,19,177.8421052631579,121.0
55,Bribery/Corruption,Black,4,151.25,50.5
55,Bribery/Corruption,Unknown,1,30.0,30.0
55,Bribery/Corruption,White,5,35.6,27.0
55,Burglary/Trespass,Black,12,113.0,118.5
55,Burglary/Trespass,Hispanic,1,97.0,97.0
55,Burglary/Trespass,White,17,157.76470588235293,175.0
55,Drug Trafficking,White,1,240.0,240.0
55,Embezzlement,Black,411,165.20075425790753,135.0
55,Embezzlement,Hispanic,425,126.21649411764706,120.0
55,Embezzlement,Unknown,46,127.18391304347826,120.0
55,Embezzlement,White,883,120.02506228765573,108.0
55,Environmental,Black,1,46.0,46.0
55,Environmental,Hispanic,1,46.0,46.0
55,Environmental,Unknown,1,12.0,12.0
55,Extortion/Racketeering,Unknown,1,4.0,4.0
55,Extortion/Racketeering,White,3,0.8266666666666667,0.99
55,Firearms,Black,279,87.53838709677419,62.0
55,Firearms,Hispanic,37,67.85594594594595,51.0
55,Firearms,Unknown,23,72.52173913043478,57.0
55,Firearms,White,331,70.22827794561934,52.0
55,Forgery,White,1,21.0,21.0
55,Fraud,White,1,19.0,19.0
55,Immigration,Black,5,23.4,16.0
55,Immigration,White,12,23.5,21.0
55,Kidnapping,Black,15,44.602,38.0
55,Kidnapping,Hispanic,77,13.166753246753247,5.03
55,Kidnapping,Unknown,35,6.706857142857143,5.0
55,Kidnapping,White,102,45.962156862745104,33.0
55,Larceny,Hispanic,1,8.0,8.0
55,Larceny,Unknown,1,15.0,15.0
55,Larceny,White,6,41.833333333333336,27.0
55,Manslaughter,Black,1,36.0,36.0
55,Manslaughter,Hispanic,1,10.0,10.0
55,Manslaughter,White,7,23.71857142857143,14.0
55,Money Laundering,White,1,120.0,120.0
55,Murder,Black,2,30.0,30.0
55,Murder,Unknown,2,8.0,8.0
55,Murder,White,11,21.278181818181817,15.0
55,Obscenity/Other Sex,Black,5,27.8,26.0
55,Obscenity/Other Sex,Hispanic,8,43.5,32.5
55,Obscenity/Other Sex,Unknown,1,6.0,6.0
55,Obscenity/Other Sex,White,17,67.82352941176471,33.0
55,Other,Unknown,1,360.0,360.0
55,Other,White,59,194.98966101694916,135.0
55,Robbery,Black,1,240.0,240.0
55,Robbery,Hispanic,1,44.0,44.0
55,Robbery,White,4,62.75,58.5
55,Sexual Abuse,White,2,10.0,10.0
55,Stalking/Harassing,Black,1,6.0,6.0
55,Stalking/Harassing,White,2,64.0,64.0
55,Tax,Black,2,150.0,150.0
55,Tax,Hispanic,909,12.523080308030803,6.0
55,Tax,Unknown,214,5.692009345794392,5.0
55,Tax,White,17,11.329411764705881,3.2
55,Unknown,Black,296,86.00702702702704,48.0
55,Unknown,Hispanic,336,43.243809523809524,6.0
55,Unknown,Unknown,55,74.29472727272727,37.0
55,Unknown,White,671,103.03591654247393,72.0
56,Admin of Justice,White,1,210.0,210.0
56,Arson,Hispanic,1,200.0,200.0
56,Arson,White,1,144.0,144.0
56,Assault,Black,6,86.5,79.5
56,Assault,Hispanic,5,80.8,71.0
56,Assault,White,29,144.79310344827587,120.0
56,Bribery/Corruption,Black,2,29.0,29.0
56,Bribery/Corruption,Hispanic,2,94.5,94.5
56,Bribery/Corruption,Unknown,1,37.0,37.0
56,Bribery/Corruption,White,14,28.735000000000003,28.5
56,Burglary/Trespass,Black,15,113.0,75.0
56,Burglary/Trespass,Hispanic,5,111.8,70.0
56,Burglary/Trespass,Unknown,2,85.0,85.0
56,Burglary/Trespass,White,28,105.17857142857143,77.5
56,Drug Trafficking,Black,7,140.42857142857142,60.0
56,Drug Trafficking,Hispanic,1,60.0,60.0
56,Drug Trafficking,White,4,96.0,72.0
56,Embezzlement,Black,392,158.30923469387756,135.0
56,Embezzlement,Hispanic,593,106.99096121416527,90.0
56,Embezzlement,Unknown,32,107.5,68.5
56,Embezzlement,White,709,120.55887165021157,120.0
56,Environmental,Black,1,72.0,72.0
56,Environmental,Hispanic,5,43.6,48.0
56,Extortion/Racketeering,Black,1,66.0,66.0
56,Extortion/Racketeering,White,1,5.82,5.82
56,Firearms,Black,229,84.40449781659389,60.0
56,Firearms,Hispanic,54,60.04759259259259,37.0
56,Firearms,Unknown,18,79.55888888888889,49.5
56,Firearms,White,367,70.60297002724796,51.0
56,Forgery,White,1,33.0,33.0
56,Fraud,White,7,25.11285714285714,24.0
56,Immigration,Black,1,30.0,30.0
56,Immigration,Hispanic,5,40.406,46.0
56,Immigration,Unknown,1,36.0,36.0
56,Immigration,White,19,21.115263157894738,18.0
56,Kidnapping,Black,23,32.54130434782609,18.0
56,Kidnapping,Hispanic,39,12.855897435897436,12.03
56,Kidnapping,Unknown,10,31.002999999999997,18.5
56,Kidnapping,White,131,31.364351145038164,21.0
56,Larceny,Black,1,21.0,21.0
56,Larceny,White,11,34.657272727272726,24.0
56,Manslaughter,Black,2,20.5,20.5
56,Manslaughter,Hispanic,1,8.0,8.0
56,Manslaughter,Unknown,1,3.76,3.76
56,Manslaughter,White,19,19.110000000000003,18.0
56,Money Laundering,White,2,8.015,8.015
56,Murder,Unknown,1,14.0,14.0
56,Murder,White,7,26.71857142857143,18.0
56,Obscenity/Other Sex,Black,3,32.333333333333336,36.0
56,Obscenity/Other Sex,Hispanic,3,13.01,12.03
56,Obscenity/Other Sex,Unknown,2,40.0,40.0
56,Obscenity/Other Sex,White,3,39.666666666666664,40.0
56,Other,Black,1,720.0,720.0
56,Other,Hispanic,2,168.5,168.5
56,Other,White,77,157.93506493506493,122.0
56,Robbery,Black,3,200.0,192.0
56,Robbery,White,2,33.0,33.0
56,Tax,Black,13,10.066153846153847,7.0
56,Tax,Hispanic,396,22.407550505050505,15.0
56,Tax,Unknown,22,12.743636363636364,9.5
56,Tax,White,14,18.166428571428572,13.65
56,Unknown,Black,388,83.39301546391754,60.0
56,Unknown,Hispanic,346,71.17052023121387,30.0
56,Unknown,Unknown,59,50.667796610169496,27.0
56,Unknown,White,885,105.62318644067797,84.0
57,Admin of Justice,Unknown,11,277.6363636363636,292.0
57,Antitrust,Unknown,6,53.333333333333336,54.0
57,Antitrust,White,1,37.0,37.0
57,Arson,Black,1,240.0,240.0
57,Arson,Unknown,3,160.0,72.0
57,Arson,White,1,300.0,300.0
57,Assault,Black,14,180.92857142857142,150.0
57,Assault,Hispanic,5,26.0,16.0
57,Assault,Unknown,19,213.42105263157896,170.0
57,Assault,White,10,110.4,102.0
57,Bribery/Corruption,Black,8,47.25875,36.5
57,Bribery/Corruption,Hispanic,1,84.0,84.0
57,Bribery/Corruption,Unknown,59,61.5428813559322,41.0
57,Bribery/Corruption,White,7,80.42857142857143,60.0
57,Burglary/Trespass,Black,66,105.93939393939394,74.5
57,Burglary/Trespass,Hispanic,9,85.66666666666667,57.0
57,Burglary/Trespass,Unknown,17,85.52941176470588,57.0
57,Burglary/Trespass,White,91,76.59406593406594,60.0
57,Drug Trafficking,Hispanic,2,76.5,76.5
57,Drug Trafficking,Unknown,1,60.0,60.0
57,Drug Trafficking,White,2,66.0,66.0
57,Embezzlement,Black,457,95.06630196936543,75.0
57,Embezzlement,Hispanic,748,85.18632352941177,70.0
57,Embezzlement,Unknown,187,64.35652406417113,46.0
57,Embezzlement,White,552,78.61090579710145,60.0
57,Environmental,Black,5,37.6,40.0
57,Environmental,Hispanic,11,41.27272727272727,46.0
57,Environmental,Unknown,12,32.97166666666667,44.0
57,Environmental,White,8,39.0,48.0
57,Extortion/Racketeering,Black,2,85.0,85.0
57,Firearms,Black,318,111.14050314465409,84.0
57,Firearms,Hispanic,47,85.79765957446808,63.0
57,Firearms,Unknown,64,132.65671875,96.0
57,Firearms,White,146,113.78595890410959,96.0
57,Forgery,Unknown,3,75.66666666666667,57.0
57,Forgery,White,4,90.0,73.5
57,Immigration,Black,11,18.60818181818182,20.0
57,Immigration,Hispanic,2,26.0,26.0
57,Immigration,Unknown,3,8.306666666666667,8.0
57,Immigration,White,13,22.006923076923076,21.0
57,Kidnapping,Black,195,44.69225641025641,32.0
57,Kidnapping,Hispanic,36,23.979166666666668,22.0
57,Kidnapping,Unknown,36,44.83583333333333,30.0
57,Kidnapping,White,338,47.495118343195266,33.0
57,Larceny,Black,1,12.03,12.03
57,Larceny,Hispanic,2,19.5,19.5
57,Larceny,White,16,23.7575,22.5
57,Manslaughter,Black,19,31.845789473684214,24.0
57,Manslaughter,Hispanic,4,22.75,13.5
57,Manslaughter,White,21,16.57190476190476,15.0
57,Money Laundering,Black,1,33.0,33.0
57,Money Laundering,White,1,30.0,30.0
57,Murder,Black,4,37.75,45.5
57,Murder,Hispanic,3,30.343333333333334,12.03
57,Murder,Unknown,3,15.0,12.0
57,Murder,White,47,30.21723404255319,21.0
57,Obscenity/Other Sex,Black,10,65.40299999999999,66.5
57,Obscenity/Other Sex,Hispanic,6,36.005,36.5
57,Obscenity/Other Sex,Unknown,3,18.02,12.03
57,Obscenity/Other Sex,White,26,61.270384615384614,49.0
57,Other,Black,4,143.75,108.5
57,Other,Hispanic,12,34.3525,18.5
57,Other,Unknown,3,69.34333333333333,16.0
57,Other,White,50,136.66,78.0
57,Robbery,Black,13,141.0,118.0
57,Robbery,Hispanic,4,48.8575,50.0
57,Robbery,Unknown,23,94.43478260869566,97.0
57,Robbery,White,7,98.71428571428571,45.0
57,Stalking/Harassing,Unknown,1,12.03,12.03
57,Stalking/Harassing,White,1,6.0,6.0
57,Tax,Black,3,21.983333333333334,24.0
57,Tax,Hispanic,283,29.68250883392226,30.0
57,Tax,Unknown,13,18.413076923076922,12.03
57,Tax,White,12,36.5,40.5
57,Unknown,Black,299,92.11886287625418,75.0
57,Unknown,Hispanic,241,78.63236514522822,60.0
57,Unknown,Unknown,138,85.49268115942029,56.5
57,Unknown,White,464,120.70933189655172,96.0
58,Admin of Justice,Black,5,97.6,90.0
58,Admin of Justice,White,6,234.66666666666666,180.0
58,Arson,Black,2,207.5,207.5
58,Arson,Hispanic,1,470.0,470.0
58,Arson,White,1,420.0,420.0
58,Assault,Black,13,103.61538461538461,60.0
58,Assault,Hispanic,1,120.0,120.0
58,Assault,White,22,127.95454545454545,120.0
58,Bribery/Corruption,Black,7,59.57142857142857,45.0
58,Bribery/Corruption,Unknown,1,12.0,12.0
58,Bribery/Corruption,White,6,32.58833333333333,15.55
58,Burglary/Trespass,Black,67,103.85074626865672,78.0
58,Burglary/Trespass,White,42,65.78571428571429,54.0
58,Drug Trafficking,Black,6,68.0,60.0
58,Drug Trafficking,White,15,77.73333333333333,60.0
58,Embezzlement,Black,1410,87.35848226950355,70.0
58,Embezzlement,Hispanic,371,73.55603773584906,60.0
58,Embezzlement,Unknown,19,62.89631578947368,57.0
58,Embezzlement,White,1406,67.03105263157894,60.0
58,Environmental,Black,17,43.12117647058823,48.0
58,Environmental,Hispanic,3,32.54,40.0
58,Environmental,White,4,63.0,54.0
58,Extortion/Racketeering,Black,4,33.915,37.5
58,Extortion/Racketeering,White,2,8.18,8.18
58,Firearms,Black,1463,69.90373889268626,51.0
58,Firearms,Hispanic,23,45.01739130434783,15.0
58,Firearms,Unknown,3,87.33333333333333,58.0
58,Firearms,White,420,78.1247380952381,57.0
58,Forgery,White,1,0.33,0.33
58,Fraud,Black,6,29.5,25.5
58,Fraud,White,1,48.0,48.0
58,Immigration,Black,38,25.086315789473684,19.0
58,Immigration,Hispanic,1,6.0,6.0
58,Immigration,White,35,22.266285714285715,18.0
58,Kidnapping,Black,368,30.907201086956523,24.0
58,Kidnapping,Hispanic,91,17.86813186813187,12.03
58,Kidnapping,Unknown,10,24.342,26.0
58,Kidnapping,White,373,29.636005361930295,21.0
58,Larceny,Black,2,27.015,27.015
58,Larceny,Hispanic,2,22.5,22.5
58,Larceny,White,13,20.925384615384612,21.0
58,Manslaughter,Black,95,18.435263157894735,14.0
58,Manslaughter,Hispanic,6,8.473333333333333,5.83
58,Manslaughter,Unknown,1,21.0,21.0
58,Manslaughter,White,38,21.82421052631579,18.0
58,Money Laundering,Black,5,25.206,30.0
58,Money Laundering,Unknown,1,0.03,0.03
58,Money Laundering,White,9,14.915555555555557,18.0
58,Murder,Black,10,19.212,16.5
58,Murder,Hispanic,1,40.0,40.0
58,Murder,White,22,21.250454545454545,18.0
58,Obscenity/Other Sex,Black,24,49.834583333333335,38.5
58,Obscenity/Other Sex,Hispanic,10,48.803,23.0
58,Obscenity/Other Sex,Unknown,1,15.0,15.0
58,Obscenity/Other Sex,White,23,38.02217391304348,27.0
58,Other,Black,8,171.37875,129.0
58,Other,Unknown,2,195.0,195.0
58,Other,White,172,114.62808139534883,70.0
58,Robbery,Black,26,132.30769230769232,99.0
58,Robbery,Hispanic,19,34.55684210526316,30.0
58,Robbery,Unknown,1,24.0,24.0
58,Robbery,White,7,57.714285714285715,60.0
58,Stalking/Harassing,Black,2,13.515,13.515
58,Stalking/Harassing,White,5,71.006,52.0
58,Tax,Black,10,22.019,27.0
58,Tax,Hispanic,262,14.628664122137405,8.0
58,Tax,Unknown,3,5.359999999999999,5.26
58,Tax,White,17,16.51529411764706,13.36
58,Unknown,Black,1760,54.569835227272726,37.0
58,Unknown,Hispanic,212,36.61372641509434,10.0
58,Unknown,Unknown,25,43.838,36.0
58,Unknown,White,1076,77.6946282527881,51.0
59,Admin of Justice,Black,2,95.5,95.5
59,Admin of Justice,Unknown,1,96.0,96.0
59,Admin of Justice,White,7,190.85714285714286,87.0
59,Antitrust,White,2,79.5,79.5
59,Arson,Black,2,147.5,147.5
59,Assault,Black,8,100.125,91.5
59,Assault,Hispanic,1,120.0,120.0
59,Assault,Unknown,2,108.0,108.0
59,Assault,White,59,145.63101694915252,120.0
59,Bribery/Corruption,Black,14,51.42285714285714,45.5
59,Bribery/Corruption,Hispanic,1,70.0,70.0
59,Bribery/Corruption,Unknown,1,235.0,235.0
59,Bribery/Corruption,White,19,48.21421052631579,30.0
59,Burglary/Trespass,Black,59,76.55983050847458,60.0
59,Burglary/Trespass,Hispanic,2,19.5,19.5
59,Burglary/Trespass,Unknown,3,76.43333333333334,84.0
59,Burglary/Trespass,White,101,73.04188118811881,60.0
59,Drug Trafficking,Black,1,60.0,60.0
59,Drug Trafficking,Hispanic,1,13.82,13.82
59,Drug Trafficking,Unknown,1,60.0,60.0
59,Drug Trafficking,White,10,100.7,70.5
59,Embezzlement,Black,839,105.40056019070323,78.0
59,Embezzlement,Hispanic,566,93.09319787985866,70.0
59,Embezzlement,Unknown,36,110.2238888888889,87.0
59,Embezzlement,White,1401,94.1567023554604,75.0
59,Environmental,Black,14,31.372142857142855,35.5
59,Environmental,Hispanic,4,23.0075,22.0
59,Environmental,Unknown,1,12.03,12.03
59,Environmental,White,21,35.334761904761905,37.0
59,Extortion/Racketeering,Black,3,34.343333333333334,21.0
59,Extortion/Racketeering,Unknown,1,0.33,0.33
59,Extortion/Racketeering,White,5,34.926,7.0
59,Firearms,Black,1199,77.91291075896581,57.0
59,Firearms,Hispanic,117,47.95247863247863,30.0
59,Firearms,Unknown,18,65.5,40.5
59,Firearms,White,1076,72.422843866171,51.0
59,Forgery,White,3,23.0,24.0
59,Fraud,White,13,36.44692307692308,18.49
59,Immigration,Black,18,36.67333333333333,23.0
59,Immigration,Hispanic,8,19.12875,18.0
59,Immigration,Unknown,3,46.69,18.0
59,Immigration,White,43,26.228837209302323,18.0
59,Kidnapping,Black,167,42.65059880239521,24.0
59,Kidnapping,Hispanic,55,24.863636363636363,22.49
59,Kidnapping,Unknown,10,33.062,21.0
59,Kidnapping,White,403,39.33533498759305,27.0
59,Larceny,Hispanic,2,15.5,15.5
59,Larceny,White,15,21.670666666666666,21.0
59,Manslaughter,Black,14,34.64714285714286,33.0
59,Manslaughter,Hispanic,5,16.072,7.36
59,Manslaughter,White,53,31.685283018867924,21.0
59,Murder,Black,11,36.550909090909094,21.0
59,Murder,Hispanic,6,22.333333333333332,19.0
59,Murder,Unknown,2,26.0,26.0
59,Murder,White,51,27.67078431372549,24.0
59,Obscenity/Other Sex,Black,13,37.53846153846154,36.0
59,Obscenity/Other Sex,Hispanic,12,26.705,22.475
59,Obscenity/Other Sex,Unknown,4,44.5075,34.5
59,Obscenity/Other Sex,White,33,34.03484848484849,24.0
59,Other,Black,4,103.0,107.0
59,Other,Hispanic,1,180.0,180.0
59,Other,Unknown,1,33.0,33.0
59,Other,White,86,134.16313953488373,96.5
59,Robbery,Black,16,59.0,60.0
59,Robbery,Hispanic,2,37.0,37.0
59,Robbery,Unknown,2,170.0,170.0
59,Robbery,White,21,56.109047619047615,33.0
59,Sexual Abuse,White,5,11.617999999999999,12.03
59,Stalking/Harassing,Unknown,1,0.46,0.46
59,Stalking/Harassing,White,5,49.6,48.0
59,Tax,Black,8,28.125,31.5
59,Tax,Hispanic,297,25.161346801346802,15.0
59,Tax,Unknown,4,18.0075,18.015
59,Tax,White,66,30.333030303030302,24.0
59,Unknown,Black,704,85.48096590909091,60.0
59,Unknown,Hispanic,173,91.12583815028901,60.0
59,Unknown,Unknown,33,79.02878787878787,57.0
59,Unknown,White,1650,104.77669090909092,72.0
60,Admin of Justice,Unknown,1,180.0,180.0
60,Admin of Justice,White,1,87.0,87.0
60,Antitrust,Unknown,6,49.666666666666664,49.5
60,Arson,White,1,240.0,240.0
60,Assault,Hispanic,1,37.0,37.0
60,Assault,Unknown,36,60.17638888888889,41.5
60,Assault,White,12,84.51083333333334,96.0
60,Bribery/Corruption,Black,2,35.0,35.0
60,Bribery/Corruption,Hispanic,4,20.265,14.530000000000001
60,Bribery/Corruption,Unknown,106,28.923113207547168,25.5
60,Bribery/Corruption,White,5,47.406,12.03
60,Burglary/Trespass,Black,25,137.48,100.0
60,Burglary/Trespass,Hispanic,2,31.695,31.695
60,Burglary/Trespass,Unknown,1,40.0,40.0
60,Burglary/Trespass,White,24,72.7525,60.0
60,Drug Trafficking,White,2,107.0,107.0
60,Embezzlement,Black,572,101.99854895104895,78.0
60,Embezzlement,Hispanic,1235,91.49629959514169,72.0
60,Embezzlement,Unknown,65,78.78676923076924,63.0
60,Embezzlement,White,1079,88.22293790546803,70.0
60,Environmental,Hispanic,1,42.0,42.0
60,Environmental,Unknown,1,12.03,12.03
60,Extortion/Racketeering,Black,8,48.54125,60.0
60,Extortion/Racketeering,Hispanic,1,0.43,0.43
60,Extortion/Racketeering,Unknown,2,4.01,4.01
60,Extortion/Racketeering,White,1,60.0,60.0
60,Firearms,Black,318,61.797578616352205,37.0
60,Firearms,Hispanic,129,44.941782945736435,27.0
60,Firearms,Unknown,34,74.5635294117647,39.0
60,Firearms,White,233,56.02484978540773,37.0
60,Forgery,Unknown,7,27.142857142857142,21.0
60,Fraud,Black,1,16.0,16.0
60,Fraud,Hispanic,1,18.0,18.0
60,Fraud,White,4,23.7575,24.015
60,Immigration,Black,6,26.86,21.0
60,Immigration,Hispanic,5,20.466,24.0
60,Immigration,Unknown,4,18.75,16.5
60,Immigration,White,13,20.657692307692308,12.03
60,Kidnapping,Black,56,20.855535714285715,15.0
60,Kidnapping,Hispanic,202,7.835148514851485,6.0
60,Kidnapping,Unknown,11,34.11636363636364,27.0
60,Kidnapping,White,111,30.296306306306306,21.0
60,Larceny,Black,1,15.0,15.0
60,Larceny,Hispanic,2,10.5,10.5
60,Larceny,Unknown,1,12.03,12.03
60,Larceny,White,4,16.5075,10.5
60,Manslaughter,Black,5,15.357999999999999,16.0
