season,date,visitor,home,visitor_score,home_score
2021,20210829,ARI,PHI,4,7
2021,20210829,STL,PIT,3,4
2021,20210829,TB,BAL,12,8
2021,20210829,CHC,CWS,1,13
2021,20210829,BOS,CLE,5,7
2021,20210829,TOR,DET,2,1
2021,20210829,MIL,MIN,6,2
2021,20210829,NYY,OAK,1,3
2021,20210829,KC,SEA,3,4
2021,20210829,HOU,TEX,2,13
2021,20210830,SD,ARI,7,5
2021,20210830,STL,CIN,3,1
2021,20210830,ATL,LAD,3,5
2021,20210830,MIL,SF,3,1
2021,20210830,PHI,WSH,7,4
2021,20210830,NYY,LAA,7,8
2021,20210830,MIN,DET,3,2
2021,20210830,HOU,SEA,4,3
2021,20210830,BOS,TB,1,6
2021,20210830,COL,TEX,3,4
2021,20210830,BAL,TOR,3,7
2021,20210831,SD,ARI,3,0
2021,20210831,ATL,LAD,2,3
2021,20210831,MIA,NYM,1,3
2021,20210831,MIL,SF,6,2
2021,20210831,PHI,WSH,12,6
2021,20210831,NYY,LAA,4,6
2021,20210831,PIT,CWS,2,4
2021,20210831,OAK,DET,9,3
2021,20210831,CLE,KC,7,2
2021,20210831,CHC,MIN,3,1
2021,20210831,HOU,SEA,0,4
2021,20210831,BOS,TB,5,8
2021,20210831,COL,TEX,3,4
2021,20210831,BAL,TOR,4,2
2021,20210901,SD,ARI,3,8
2021,20210901,STL,CIN,5,4
2021,20210901,STL,CIN,2,12
2021,20210901,ATL,LAD,3,4
2021,20210901,MIL,SF,5,2
2021,20210901,NYY,LAA,4,1
2021,20210901,PIT,CWS,3,6
2021,20210901,OAK,DET,6,8
2021,20210901,CLE,KC,5,3
2021,20210901,CHC,MIN,3,0
2021,20210901,HOU,SEA,0,1
2021,20210901,BOS,TB,3,2
2021,20210901,COL,TEX,9,5
2021,20210901,BAL,TOR,4,5
2021,20210902,PIT,CHC,5,6
2021,20210902,ATL,COL,6,5
2021,20210902,MIA,NYM,3,4
2021,20210902,MIL,SF,1,5
2021,20210902,PHI,WSH,7,6
2021,20210902,OAK,DET,8,6
2021,20210902,CLE,KC,4,2
2021,20210902,BOS,TB,4,0
2021,20210903,SEA,ARI,6,5
2021,20210903,PIT,CHC,5,6
2021,20210903,DET,CIN,15,5
2021,20210903,ATL,COL,3,4
2021,20210903,PHI,MIA,3,10
2021,20210903,STL,MIL,15,4
2021,20210903,HOU,SD,6,3
2021,20210903,LAD,SF,2,3
2021,20210903,NYM,WSH,6,2
2021,20210903,TEX,LAA,2,3
2021,20210903,CLE,BOS,5,8
2021,20210903,CWS,KC,2,7
2021,20210903,BAL,NYY,3,4
2021,20210903,MIN,TB,3,5
2021,20210903,OAK,TOR,10,11
2021,20210904,SEA,ARI,8,5
2021,20210904,PIT,CHC,6,7
2021,20210904,DET,CIN,4,7
2021,20210904,ATL,COL,6,7
2021,20210904,PHI,MIA,2,3
2021,20210904,STL,MIL,0,4
2021,20210904,HOU,SD,2,10
2021,20210904,LAD,SF,6,1
2021,20210904,NYM,WSH,11,9
2021,20210904,NYM,WSH,3,4
2021,20210904,TEX,LAA,1,4
2021,20210904,CLE,BOS,3,4
2021,20210904,CWS,KC,10,7
2021,20210904,BAL,NYY,4,3
2021,20210904,MIN,TB,4,11
2021,20210904,OAK,TOR,8,10
2021,20210905,SEA,ARI,10,4
2021,20210905,PIT,CHC,8,11
2021,20210905,DET,CIN,4,1
2021,20210905,ATL,COL,9,2
2021,20210905,PHI,MIA,4,3
2021,20210905,STL,MIL,5,6
2021,20210905,HOU,SD,3,4
2021,20210905,LAD,SF,4,6
2021,20210905,NYM,WSH,13,6
2021,20210905,TEX,LAA,7,3
2021,20210905,CLE,BOS,11,5
2021,20210905,CWS,KC,0,6
2021,20210905,BAL,NYY,8,7
2021,20210905,MIN,TB,6,5
2021,20210905,OAK,TOR,0,8
2021,20210906,CIN,CHC,3,4
2021,20210906,SF,COL,10,5
2021,20210906,PHI,MIL,12,0
2021,20210906,DET,PIT,3,6
2021,20210906,LAD,STL,5,1
2021,20210906,NYM,WSH,3,4
2021,20210906,TEX,LAA,4,0
2021,20210906,KC,BAL,3,2
2021,20210906,TB,BOS,11,10
2021,20210906,MIN,CLE,5,2
2021,20210906,SEA,HOU,2,11
2021,20210906,TOR,NYY,8,0
2021,20210907,TEX,ARI,3,1
2021,20210907,WSH,ATL,5,8
2021,20210907,CIN,CHC,4,3
2021,20210907,SF,COL,12,3
2021,20210907,NYM,MIA,9,4
2021,20210907,PHI,MIL,0,10
2021,20210907,DET,PIT,2,3
2021,20210907,LAA,SD,4,0
2021,20210907,LAD,STL,7,2
2021,20210907,KC,BAL,3,7
2021,20210907,TB,BOS,12,7
2021,20210907,MIN,CLE,3,0
2021,20210907,SEA,HOU,4,5
2021,20210907,TOR,NYY,5,1
2021,20210907,CWS,OAK,6,3
2021,20210908,TEX,ARI,8,5
2021,20210908,WSH,ATL,4,2
2021,20210908,CIN,CHC,1,4
2021,20210908,SF,COL,7,4
2021,20210908,NYM,MIA,1,2
2021,20210908,PHI,MIL,3,4
2021,20210908,DET,PIT,5,1
2021,20210908,LAA,SD,5,8
2021,20210908,LAD,STL,4,5
2021,20210908,KC,BAL,8,9
2021,20210908,TB,BOS,1,2
2021,20210908,MIN,CLE,3,0
2021,20210908,SEA,HOU,8,5
2021,20210908,TOR,NYY,6,3
2021,20210908,CWS,OAK,1,5
2021,20210909,WSH,ATL,6,7
2021,20210909,NYM,MIA,2,3
2021,20210909,COL,PHI,4,3
2021,20210909,LAD,STL,1,2
2021,20210909,KC,BAL,6,0
2021,20210909,MIN,CLE,1,4
2021,20210909,TOR,NYY,6,4
2021,20210909,CWS,OAK,1,3
2021,20210910,MIA,ATL,2,6
2021,20210910,SF,CHC,6,1
2021,20210910,SD,LAD,0,3
2021,20210910,NYY,NYM,3,10
2021,20210910,COL,PHI,11,2
2021,20210910,WSH,PIT,3,4
2021,20210910,CIN,STL,4,2
2021,20210910,TOR,BAL,3,6
2021,20210910,BOS,CWS,3,4
2021,20210910,MIL,CLE,10,3
2021,20210910,TB,DET,4,10
2021,20210910,LAA,HOU,5,10
2021,20210910,KC,MIN,6,4
2021,20210910,TEX,OAK,5,10
2021,20210910,ARI,SEA,4,5
2021,20210911,MIA,ATL,6,4
2021,20210911,SF,CHC,15,4
2021,20210911,SD,LAD,4,5
2021,20210911,NYY,NYM,8,7
2021,20210911,COL,PHI,1,6
2021,20210911,WSH,PIT,7,10
2021,20210911,CIN,STL,4,6
2021,20210911,TOR,BAL,11,10
2021,20210911,TOR,BAL,11,2
2021,20210911,BOS,CWS,9,8
2021,20210911,MIL,CLE,3,0
2021,20210911,TB,DET,7,2
2021,20210911,LAA,HOU,4,2
2021,20210911,KC,MIN,2,9
2021,20210911,TEX,OAK,8,6
2021,20210911,ARI,SEA,7,3
2021,20210912,MIA,ATL,3,5
2021,20210912,SF,CHC,6,5
2021,20210912,SD,LAD,0,8
2021,20210912,NYY,NYM,6,7
2021,20210912,COL,PHI,5,4
2021,20210912,WSH,PIT,6,2
2021,20210912,CIN,STL,0,2
2021,20210912,TOR,BAL,22,7
2021,20210912,BOS,CWS,1,2
2021,20210912,MIL,CLE,11,1
2021,20210912,TB,DET,7,8
2021,20210912,LAA,HOU,1,3
2021,20210912,KC,MIN,5,3
2021,20210912,TEX,OAK,4,3
2021,20210912,ARI,SEA,5,4
2021,20210913,ARI,LAD,1,5
2021,20210913,STL,NYM,7,0
2021,20210913,SD,SF,1,9
2021,20210913,MIA,WSH,3,0
2021,20210913,MIN,NYY,5,6
2021,20210913,BOS,SEA,4,5
2021,20210913,HOU,TEX,15,1
2021,20210913,TB,TOR,1,8
2021,20210914,COL,ATL,5,4
2021,20210914,ARI,LAD,4,8
2021,20210914,STL,NYM,7,6
2021,20210914,CHC,PHI,6,3
2021,20210914,CIN,PIT,5,6
2021,20210914,SD,SF,1,6
2021,20210914,MIA,WSH,2,8
2021,20210914,NYY,BAL,7,2
2021,20210914,LAA,CWS,3,9
2021,20210914,MIL,DET,0,1
2021,20210914,OAK,KC,7,10
2021,20210914,CLE,MIN,3,1
2021,20210914,CLE,MIN,3,6
2021,20210914,BOS,SEA,8,4
2021,20210914,HOU,TEX,1,8
2021,20210914,TB,TOR,2,0
2021,20210915,COL,ATL,3,2
2021,20210915,ARI,LAD,3,5
2021,20210915,STL,NYM,11,4
2021,20210915,CHC,PHI,5,6
2021,20210915,CIN,PIT,4,5
2021,20210915,SD,SF,9,6
2021,20210915,MIA,WSH,8,6
2021,20210915,NYY,BAL,4,3
2021,20210915,LAA,CWS,3,2
2021,20210915,MIL,DET,1,4
2021,20210915,OAK,KC,12,10
2021,20210915,CLE,MIN,12,3
2021,20210915,BOS,SEA,9,4
2021,20210915,HOU,TEX,7,2
2021,20210915,TB,TOR,3,6
2021,20210916,CHC,PHI,8,17
2021,20210916,CIN,PIT,1,0
2021,20210916,SD,SF,7,4
2021,20210916,NYY,BAL,2,3
2021,20210916,LAA,CWS,9,3
2021,20210916,OAK,KC,7,2
2021,20210916,DET,TB,2,5
2021,20210916,HOU,TEX,12,1
2021,20210917,LAD,CIN,1,3
2021,20210917,PIT,MIA,2,1
2021,20210917,CHC,MIL,5,8
2021,20210917,PHI,NYM,4,3
2021,20210917,ATL,SF,5,6
2021,20210917,SD,STL,2,8
2021,20210917,COL,WSH,9,8
2021,20210917,OAK,LAA,5,4
2021,20210917,BAL,BOS,1,7
2021,20210917,ARI,HOU,3,4
2021,20210917,SEA,KC,6,2
2021,20210917,CLE,NYY,0,8
2021,20210917,DET,TB,4,7
2021,20210917,CWS,TEX,8,0
2021,20210917,MIN,TOR,7,3
2021,20210918,LAD,CIN,5,1
2021,20210918,PIT,MIA,6,3
2021,20210918,CHC,MIL,4,6
2021,20210918,PHI,NYM,5,3
2021,20210918,ATL,SF,0,2
2021,20210918,SD,STL,2,3
2021,20210918,COL,WSH,6,0
2021,20210918,OAK,LAA,3,1
2021,20210918,BAL,BOS,3,9
2021,20210918,ARI,HOU,6,4
2021,20210918,SEA,KC,1,8
2021,20210918,CLE,NYY,11,3
2021,20210918,DET,TB,4,3
2021,20210918,CWS,TEX,1,2
2021,20210918,MIN,TOR,2,6
2021,20210919,LAD,CIN,8,5
2021,20210919,PIT,MIA,5,6
2021,20210919,CHC,MIL,6,4
2021,20210919,PHI,NYM,2,3
2021,20210919,ATL,SF,3,0
2021,20210919,SD,STL,7,8
2021,20210919,COL,WSH,0,3
2021,20210919,OAK,LAA,3,2
2021,20210919,BAL,BOS,6,8
2021,20210919,ARI,HOU,6,7
2021,20210919,SEA,KC,7,1
2021,20210919,CLE,NYY,11,1
2021,20210919,DET,TB,2,0
2021,20210919,CWS,TEX,7,2
2021,20210919,MIN,TOR,3,5
2021,20210920,ATL,ARI,11,4
2021,20210920,PIT,CIN,5,9
2021,20210920,WSH,MIA,7,8
2021,20210920,STL,MIL,5,2
2021,20210920,BAL,PHI,2,0
2021,20210920,HOU,LAA,10,0
2021,20210920,KC,CLE,7,2
2021,20210920,KC,CLE,4,2
2021,20210920,CWS,DET,3,4
2021,20210920,TEX,NYY,3,4
2021,20210920,SEA,OAK,4,2
2021,20210920,TOR,TB,4,6
2021,20210921,ATL,ARI,6,1
2021,20210921,MIN,CHC,9,5
2021,20210921,PIT,CIN,6,2
2021,20210921,LAD,COL,5,4
2021,20210921,WSH,MIA,7,1
2021,20210921,STL,MIL,2,1
2021,20210921,BAL,PHI,2,3
2021,20210921,SF,SD,6,5
2021,20210921,HOU,LAA,10,5
2021,20210921,NYM,BOS,3,6
2021,20210921,KC,CLE,1,4
2021,20210921,CWS,DET,3,5
2021,20210921,TEX,NYY,1,7
2021,20210921,SEA,OAK,5,2
2021,20210921,TOR,TB,4,2
2021,20210922,ATL,ARI,9,2
2021,20210922,MIN,CHC,5,4
2021,20210922,LAD,COL,5,10
2021,20210922,WSH,MIA,7,5
2021,20210922,STL,MIL,10,2
2021,20210922,BAL,PHI,3,4
2021,20210922,SF,SD,8,6
2021,20210922,HOU,LAA,9,5
2021,20210922,NYM,BOS,5,12
2021,20210922,TEX,NYY,3,7
2021,20210922,SEA,OAK,4,1
2021,20210922,TOR,TB,1,7
2021,20210923,ATL,ARI,4,6
2021,20210923,WSH,CIN,3,2
2021,20210923,LAD,COL,7,5
2021,20210923,STL,MIL,8,5
2021,20210923,PIT,PHI,6,12
2021,20210923,SF,SD,6,7
2021,20210923,HOU,LAA,2,3
2021,20210923,TEX,BAL,0,3
2021,20210923,CWS,CLE,7,2
2021,20210923,CWS,CLE,3,5
2021,20210923,TOR,MIN,2,7
2021,20210923,SEA,OAK,6,5
2021,20210924,LAD,ARI,4,2
2021,20210924,STL,CHC,8,5
2021,20210924,STL,CHC,12,4
2021,20210924,WSH,CIN,7,8
2021,20210924,SF,COL,7,2
2021,20210924,NYM,MIL,1,5
2021,20210924,PIT,PHI,6,8
2021,20210924,ATL,SD,4,0
2021,20210924,SEA,LAA,6,5
2021,20210924,TEX,BAL,8,5
2021,20210924,NYY,BOS,8,3
2021,20210924,CWS,CLE,1,0
2021,20210924,KC,DET,3,1
2021,20210924,TOR,MIN,1,3
2021,20210924,HOU,OAK,2,14
2021,20210924,MIA,TB,0,8
2021,20210925,LAD,ARI,2,7
2021,20210925,STL,CHC,8,5
2021,20210925,WSH,CIN,6,7
2021,20210925,SF,COL,7,2
2021,20210925,NYM,MIL,1,2
2021,20210925,PIT,PHI,0,3
2021,20210925,ATL,SD,10,8
2021,20210925,SEA,LAA,1,14
2021,20210925,TEX,BAL,2,3
2021,20210925,NYY,BOS,5,3
2021,20210925,CWS,CLE,0,6
2021,20210925,KC,DET,1,5
2021,20210925,TOR,MIN,6,1
2021,20210925,HOU,OAK,1,2
2021,20210925,MIA,TB,3,7
2021,20210926,LAD,ARI,3,0
2021,20210926,STL,CHC,4,2
2021,20210926,WSH,CIN,2,9
2021,20210926,SF,COL,6,2
2021,20210926,NYM,MIL,4,8
2021,20210926,PIT,PHI,6,0
2021,20210926,ATL,SD,4,3
2021,20210926,SEA,LAA,5,1
2021,20210926,TEX,BAL,7,4
2021,20210926,NYY,BOS,6,3
2021,20210926,CWS,CLE,5,2
2021,20210926,KC,DET,2,1
2021,20210926,TOR,MIN,5,2
2021,20210926,HOU,OAK,3,4
2021,20210926,MIA,TB,2,3
2021,20210927,PIT,CIN,1,13
2021,20210927,WSH,COL,5,4
2021,20210927,KC,CLE,3,8
2021,20210927,CWS,DET,8,7
2021,20210927,OAK,SEA,4,13
2021,20210928,PHI,ATL,1,2
2021,20210928,WSH,COL,1,3
2021,20210928,SD,LAD,1,2
2021,20210928,MIA,NYM,2,5
2021,20210928,MIA,NYM,1,2
2021,20210928,CHC,PIT,6,8
2021,20210928,ARI,SF,4,6
2021,20210928,MIL,STL,2,6
2021,20210928,BOS,BAL,2,4
2021,20210928,CIN,CWS,1,7
2021,20210928,TB,HOU,3,4
2021,20210928,CLE,KC,4,6
2021,20210928,DET,MIN,2,3
2021,20210928,OAK,SEA,2,4
2021,20210928,LAA,TEX,2,5
2021,20210928,NYY,TOR,7,2
2021,20210929,PHI,ATL,2,7
2021,20210929,WSH,COL,5,10
2021,20210929,SD,LAD,9,11
2021,20210929,MIA,NYM,3,2
2021,20210929,CHC,PIT,3,2
2021,20210929,ARI,SF,0,1
2021,20210929,MIL,STL,4,0
2021,20210929,BOS,BAL,6,0
2021,20210929,CIN,CWS,1,6
2021,20210929,TB,HOU,7,0
2021,20210929,CLE,KC,5,10
2021,20210929,DET,MIN,2,5
2021,20210929,OAK,SEA,2,4
2021,20210929,LAA,TEX,7,2
2021,20210929,NYY,TOR,5,6
2021,20210930,PHI,ATL,3,5
2021,20210930,SD,LAD,3,8
2021,20210930,MIA,NYM,3,12
2021,20210930,CHC,PIT,9,0
2021,20210930,ARI,SF,4,5
2021,20210930,MIL,STL,3,4
2021,20210930,BOS,BAL,2,6
2021,20210930,TB,HOU,2,3
2021,20210930,CLE,KC,6,1
2021,20210930,DET,MIN,10,7
2021,20210930,LAA,TEX,6,7
2021,20210930,NYY,TOR,6,2
2021,20211001,COL,ARI,9,7
2021,20211001,NYM,ATL,4,3
2021,20211001,MIL,LAD,6,8
2021,20211001,PHI,MIA,5,0
2021,20211001,CIN,PIT,2,9
2021,20211001,SD,SF,0,3
2021,20211001,CHC,STL,3,4
2021,20211001,BOS,WSH,4,2
2021,20211001,DET,CWS,1,8
2021,20211001,OAK,HOU,8,6
2021,20211001,MIN,KC,6,11
2021,20211001,TB,NYY,4,3
2021,20211001,LAA,SEA,2,1
2021,20211001,CLE,TEX,9,6
2021,20211001,BAL,TOR,4,6
2021,20211002,COL,ARI,2,11
2021,20211002,NYM,ATL,5,6
2021,20211002,MIL,LAD,3,8
2021,20211002,PHI,MIA,1,3
2021,20211002,CIN,PIT,6,8
2021,20211002,SD,SF,3,2
2021,20211002,CHC,STL,6,5
2021,20211002,BOS,WSH,5,3
2021,20211002,DET,CWS,4,5
2021,20211002,OAK,HOU,4,10
2021,20211002,MIN,KC,4,0
2021,20211002,TB,NYY,12,2
2021,20211002,LAA,SEA,4,6
2021,20211002,CLE,TEX,2,7
2021,20211002,BAL,TOR,1,10
2021,20211003,COL,ARI,4,5
2021,20211003,NYM,ATL,0,5
2021,20211003,MIL,LAD,3,10
2021,20211003,PHI,MIA,4,5
2021,20211003,CIN,PIT,6,3
2021,20211003,SD,SF,4,11
2021,20211003,CHC,STL,3,2
2021,20211003,BOS,WSH,7,5
2021,20211003,DET,CWS,5,2
2021,20211003,OAK,HOU,6,7
2021,20211003,MIN,KC,7,3
2021,20211003,TB,NYY,0,1
2021,20211003,LAA,SEA,7,3
2021,20211003,CLE,TEX,6,0
2021,20211003,BAL,TOR,4,12
2022,20220407,SD,ARI,2,4
2022,20220407,CIN,ATL,6,3
2022,20220407,MIL,CHC,4,5
2022,20220407,PIT,STL,0,9
2022,20220407,NYM,WSH,5,1
2022,20220407,HOU,LAA,3,1
2022,20220407,CLE,KC,1,3
2022,20220408,SD,ARI,3,0
2022,20220408,CIN,ATL,6,7
2022,20220408,LAD,COL,5,3
2022,20220408,OAK,PHI,5,9
2022,20220408,MIA,SF,5,6
2022,20220408,NYM,WSH,7,3
2022,20220408,HOU,LAA,13,6
2022,20220408,CWS,DET,4,5
2022,20220408,SEA,MIN,2,1
2022,20220408,BOS,NYY,5,6
2022,20220408,BAL,TB,1,2
2022,20220408,TEX,TOR,8,10
2022,20220409,SD,ARI,5,2
2022,20220409,CIN,ATL,1,2
2022,20220409,MIL,CHC,0,9
2022,20220409,LAD,COL,2,3
2022,20220409,OAK,PHI,2,4
2022,20220409,MIA,SF,2,1
2022,20220409,PIT,STL,2,6
2022,20220409,NYM,WSH,5,0
2022,20220409,HOU,LAA,0,2
2022,20220409,CWS,DET,5,2
2022,20220409,CLE,KC,0,1
2022,20220409,SEA,MIN,4,3
2022,20220409,BOS,NYY,2,4
2022,20220409,BAL,TB,3,5
2022,20220409,TEX,TOR,3,4
2022,20220410,SD,ARI,10,5
2022,20220410,CIN,ATL,6,3
2022,20220410,MIL,CHC,5,4
2022,20220410,LAD,COL,4,9
2022,20220410,OAK,PHI,4,1
2022,20220410,MIA,SF,2,3
2022,20220410,PIT,STL,9,4
2022,20220410,NYM,WSH,2,4
2022,20220410,HOU,LAA,4,1
2022,20220410,CWS,DET,10,1
2022,20220410,CLE,KC,17,3
2022,20220410,SEA,MIN,4,10
2022,20220410,BOS,NYY,4,3
2022,20220410,BAL,TB,0,8
2022,20220410,TEX,TOR,12,6
2022,20220411,WSH,ATL,11,2
2022,20220411,NYM,PHI,4,5
2022,20220411,SD,SF,4,2
2022,20220411,MIA,LAA,2,6
2022,20220411,MIL,BAL,0,2
2022,20220411,BOS,DET,1,3
2022,20220411,CLE,KC,10,7
2022,20220411,SEA,MIN,0,4
2022,20220411,TOR,NYY,3,0
2022,20220411,OAK,TB,13,2
2022,20220411,COL,TEX,6,4
2022,20220412,HOU,ARI,2,1
2022,20220412,WSH,ATL,4,16
2022,20220412,CLE,CIN,10,5
2022,20220412,NYM,PHI,2,0
2022,20220412,CHC,PIT,2,1
2022,20220412,SD,SF,2,13
2022,20220412,KC,STL,5,6
2022,20220412,MIA,LAA,3,4
2022,20220412,MIL,BAL,5,4
2022,20220412,SEA,CWS,2,3
2022,20220412,BOS,DET,5,3
2022,20220412,LAD,MIN,7,2
2022,20220412,TOR,NYY,0,4
2022,20220412,OAK,TB,8,9
2022,20220412,COL,TEX,4,1
2022,20220413,HOU,ARI,2,3
2022,20220413,WSH,ATL,3,1
2022,20220413,CLE,CIN,7,3
2022,20220413,NYM,PHI,9,6
2022,20220413,CHC,PIT,2,6
2022,20220413,SD,SF,1,2
2022,20220413,MIL,BAL,4,2
2022,20220413,SEA,CWS,4,6
2022,20220413,BOS,DET,9,7
2022,20220413,LAD,MIN,7,0
2022,20220413,TOR,NYY,6,4
2022,20220413,OAK,TB,4,2
2022,20220414,CHC,COL,5,2
2022,20220414,CIN,LAD,3,9
2022,20220414,PHI,MIA,3,4
2022,20220414,STL,MIL,1,5
2022,20220414,WSH,PIT,4,9
2022,20220414,ATL,SD,1,12
2022,20220414,SEA,CWS,5,1
2022,20220414,DET,KC,4,2
2022,20220414,TOR,NYY,0,3
2022,20220414,OAK,TB,6,3
2022,20220414,LAA,TEX,5,10
2022,20220415,CHC,COL,5,6
2022,20220415,CIN,LAD,1,3
2022,20220415,PHI,MIA,1,7
2022,20220415,STL,MIL,10,1
2022,20220415,ARI,NYM,3,10
2022,20220415,WSH,PIT,7,2
2022,20220415,ATL,SD,5,2
2022,20220415,NYY,BAL,1,2
2022,20220415,MIN,BOS,8,4
2022,20220415,TB,CWS,2,3
2022,20220415,SF,CLE,4,1
2022,20220415,DET,KC,2,1
2022,20220415,HOU,SEA,1,11
2022,20220415,LAA,TEX,9,6
2022,20220415,OAK,TOR,1,4
2022,20220416,CHC,COL,6,9
2022,20220416,CIN,LAD,2,5
2022,20220416,PHI,MIA,10,3
2022,20220416,STL,MIL,2,1
2022,20220416,ARI,NYM,3,2
2022,20220416,WSH,PIT,4,6
2022,20220416,ATL,SD,5,2
2022,20220416,NYY,BAL,5,2
2022,20220416,MIN,BOS,0,4
2022,20220416,TB,CWS,2,3
2022,20220416,SF,CLE,4,2
2022,20220416,DET,KC,1,3
2022,20220416,HOU,SEA,4,0
2022,20220416,LAA,TEX,7,2
2022,20220416,OAK,TOR,7,5
2022,20220417,CHC,COL,6,4
2022,20220417,CIN,LAD,1,9
2022,20220417,PHI,MIA,3,11
2022,20220417,STL,MIL,5,6
2022,20220417,ARI,NYM,0,5
2022,20220417,WSH,PIT,3,5
2022,20220417,ATL,SD,1,2
2022,20220417,NYY,BAL,0,5
2022,20220417,MIN,BOS,1,8
2022,20220417,TB,CWS,9,3
2022,20220417,SF,CLE,8,1
2022,20220417,HOU,SEA,2,7
2022,20220417,LAA,TEX,8,3
2022,20220417,OAK,TOR,3,4
2022,20220418,TB,CHC,2,4
2022,20220418,PHI,COL,1,4
2022,20220418,ATL,LAD,4,7
2022,20220418,PIT,MIL,1,6
2022,20220418,CIN,SD,1,4
2022,20220418,MIN,BOS,8,3
2022,20220418,LAA,HOU,3,8
2022,20220418,BAL,OAK,1,5
2022,20220419,TB,CHC,6,5
2022,20220419,PHI,COL,5,6
2022,20220419,ATL,LAD,3,1
2022,20220419,STL,MIA,5,1
2022,20220419,PIT,MIL,2,5
2022,20220419,SF,NYM,4,5
2022,20220419,SF,NYM,1,3
2022,20220419,CIN,SD,2,6
2022,20220419,ARI,WSH,1,6
2022,20220419,ARI,WSH,0,1
2022,20220419,TOR,BOS,1,2
2022,20220419,NYY,DET,4,2
2022,20220419,LAA,HOU,7,2
2022,20220419,MIN,KC,3,4
2022,20220419,BAL,OAK,1,2
2022,20220419,TEX,SEA,2,6
2022,20220420,TB,CHC,8,2
2022,20220420,PHI,COL,9,6
2022,20220420,ATL,LAD,1,5
2022,20220420,STL,MIA,2,0
2022,20220420,PIT,MIL,2,4
2022,20220420,SF,NYM,5,2
2022,20220420,CIN,SD,0,6
2022,20220420,ARI,WSH,11,2
2022,20220420,TOR,BOS,6,1
2022,20220420,CWS,CLE,1,11
2022,20220420,CWS,CLE,1,2
2022,20220420,NYY,DET,5,3
2022,20220420,LAA,HOU,6,0
2022,20220420,MIN,KC,0,2
2022,20220420,BAL,OAK,1,0
2022,20220420,TEX,SEA,2,4
2022,20220421,PIT,CHC,4,3
2022,20220421,STL,MIA,0,5
2022,20220421,SF,NYM,2,6
2022,20220421,ARI,WSH,4,3
2022,20220421,TOR,BOS,3,2
2022,20220421,CWS,CLE,3,6
2022,20220421,NYY,DET,0,3
2022,20220421,MIN,KC,1,0
2022,20220421,BAL,OAK,4,6
2022,20220421,TEX,SEA,8,6
2022,20220422,NYM,ARI,6,5
2022,20220422,MIA,ATL,0,3
2022,20220422,PIT,CHC,4,2
2022,20220422,STL,CIN,4,2
2022,20220422,MIL,PHI,2,4
2022,20220422,LAD,SD,6,1
2022,20220422,SF,WSH,7,1
2022,20220422,BAL,LAA,5,3
2022,20220422,TOR,HOU,4,3
2022,20220422,CWS,MIN,1,2
2022,20220422,CLE,NYY,1,4
2022,20220422,TEX,OAK,8,1
2022,20220422,KC,SEA,1,4
2022,20220422,BOS,TB,4,3
2022,20220423,NYM,ARI,2,5
2022,20220423,MIA,ATL,9,7
2022,20220423,PIT,CHC,0,21
2022,20220423,STL,CIN,5,0
2022,20220423,MIL,PHI,5,3
2022,20220423,LAD,SD,2,3
2022,20220423,SF,WSH,5,2
2022,20220423,BAL,LAA,5,4
2022,20220423,COL,DET,0,13
2022,20220423,COL,DET,3,2
2022,20220423,TOR,HOU,3,2
2022,20220423,CWS,MIN,2,9
2022,20220423,CLE,NYY,4,5
2022,20220423,TEX,OAK,2,0
2022,20220423,KC,SEA,7,13
2022,20220423,BOS,TB,2,3
2022,20220424,NYM,ARI,6,2
2022,20220424,MIA,ATL,5,4
2022,20220424,PIT,CHC,4,3
2022,20220424,STL,CIN,1,4
2022,20220424,MIL,PHI,1,0
2022,20220424,LAD,SD,10,2
2022,20220424,SF,WSH,12,3
2022,20220424,BAL,LAA,6,7
2022,20220424,COL,DET,6,2
2022,20220424,TOR,HOU,7,8
2022,20220424,CWS,MIN,4,6
2022,20220424,CLE,NYY,2,10
2022,20220424,TEX,OAK,0,2
2022,20220424,KC,SEA,4,5
2022,20220424,BOS,TB,2,5
2022,20220425,LAD,ARI,4,0
2022,20220425,SF,MIL,4,2
2022,20220425,COL,PHI,2,8
2022,20220425,NYM,STL,5,2
2022,20220425,CLE,LAA,0,3
2022,20220425,HOU,TEX,2,6
2022,20220425,BOS,TOR,2,6
2022,20220426,LAD,ARI,3,5
2022,20220426,CHC,ATL,1,3
2022,20220426,SD,CIN,9,6
2022,20220426,COL,PHI,3,10
2022,20220426,MIL,PIT,12,8
2022,20220426,OAK,SF,2,8
2022,20220426,NYM,STL,3,0
2022,20220426,MIA,WSH,5,2
2022,20220426,CLE,LAA,1,4
2022,20220426,KC,CWS,6,0
2022,20220426,DET,MIN,4,5
2022,20220426,BAL,NYY,8,12
2022,20220426,SEA,TB,8,4
2022,20220426,HOU,TEX,5,1
2022,20220426,BOS,TOR,5,6
2022,20220427,LAD,ARI,1,3
2022,20220427,CHC,ATL,6,3
2022,20220427,SD,CIN,8,5
2022,20220427,COL,PHI,3,7
2022,20220427,MIL,PIT,3,1
2022,20220427,OAK,SF,1,0
2022,20220427,NYM,STL,5,10
2022,20220427,MIA,WSH,2,1
2022,20220427,CLE,LAA,5,9
2022,20220427,KC,CWS,3,7
2022,20220427,DET,MIN,0,5
2022,20220427,BAL,NYY,2,5
2022,20220427,SEA,TB,2,3
2022,20220427,HOU,TEX,4,3
