winner,loser
amintabatabaei,kuli4ik
bancsoo,kuli4ik
kuli4ik,bancsoo
igorkovalenko,kuli4ik
kuli4ik,bancsoo
kuli4ik,igorkovalenko
bancsoo,kuli4ik
kuli4ik,bancsoo
kuli4ik,bancsoo
bancsoo,kuli4ik
bancsoo,kuli4ik
kuli4ik,vaishali2001
js20000,kuli4ik
kuli4ik,js20000
kuli4ik,alexrustemov
kuli4ik,chessintuit
kuli4ik,rednova1729
baki83,kuli4ik
topotun,kuli4ik
topotun,kuli4ik
kuli4ik,michaelq2d5
michaelq2d5,kuli4ik
kuli4ik,michaelq2d5
kuli4ik,michaelq2d5
kuli4ik,tptagain
kuli4ik,amintabatabaei
kuli4ik,tptagain
kuli4ik,vaishali2001
kuli4ik,mishanick
kuli4ik,promen1999
rpragchess,kuli4ik
kuli4ik,rednova1729
tptagain,kuli4ik
amintabatabaei,kuli4ik
kuli4ik,mishanick
kuli4ik,amintabatabaei
kuli4ik,chito89
promen1999,kuli4ik
kuli4ik,rfelgaer
evgchess5,kuli4ik
rpragchess,kuli4ik
tptagain,kuli4ik
chito89,kuli4ik
mishanick,kuli4ik
kuli4ik,mishanick
theredking89,kuli4ik
promen1999,kuli4ik
mishanick,kuli4ik
kuli4ik,promen1999
kuli4ik,chito89
theredking89,kuli4ik
kuli4ik,chito89
topotun,kuli4ik
kuli4ik,mishanick
igrok6996,kuli4ik
topotun,kuli4ik
igrok6996,kuli4ik
chito89,kuli4ik
amintabatabaei,kuli4ik
eljanov,kuli4ik
igrok6996,kuli4ik
mishanick,kuli4ik
kuli4ik,tptagain
larso,burbur555
adotand,larso
adotand,larso
larso,burbur555
larso,adotand
adotand,larso
adotand,larso
larso,adotand
larso,adotand
larso,adotand
larso,adotand
adotand,larso
larso,adotand
adotand,larso
legendisback1,artooon
mishanick,legendisback1
vi_pranav,legendisback1
legendisback1,mishanick
legendisback1,gurelediz
artooon,legendisback1
mishanick,legendisback1
gurelediz,legendisback1
legendisback1,artooon
legendisback1,gurelediz
gurelediz,legendisback1
vi_pranav,legendisback1
legendisback1,artooon
legendisback1,artooon
legendisback1,michaelq2d5
legendisback1,artooon
artooon,legendisback1
legendisback1,gurelediz
legendisback1,vi_pranav
gurelediz,legendisback1
legendisback1,artooon
legendisback1,alexrustemov
vi_pranav,legendisback1
hansen,legendisback1
legendisback1,alexrustemov
legendisback1,vinniethepooh
jcibarra,legendisback1
vinniethepooh,legendisback1
vinniethepooh,legendisback1
jcibarra,legendisback1
vinniethepooh,legendisback1
michaelq2d5,legendisback1
artooon,legendisback1
legendisback1,michaelq2d5
gurelediz,legendisback1
legendisback1,michaelq2d5
legendisback1,chito89
vi_pranav,legendisback1
legendisback1,vi_pranav
legendisback1,artooon
artooon,legendisback1
legendisback1,artooon
legendisback1,gurelediz
artooon,legendisback1
artooon,legendisback1
gurelediz,legendisback1
mishanick,legendisback1
vi_pranav,legendisback1
legendisback1,alexrustemov
legendisback1,lonelyqueen0
legendisback1,shimastream
legendisback1,dostis
legendisback1,vi_pranav
g3god,legendisback1
gurelediz,legendisback1
wonderfultime,legendisback1
xiaotong2008,legendisback1
legendisback1,gurelediz
legendisback1,rasmussvane
legendisback1,gurelediz
g3god,legendisback1
legendisback1,gurelediz
penguingm1,legendisback1
legendisback1,g3god
legendisback1,mishanick
legendisback1,mishanick
legendisback1,gurelediz
legendisback1,frederiksvane
mishanick,legendisback1
legendisback1,frederiksvane
hansen,legendisback1
wonderfultime,legendisback1
mishanick,legendisback1
mishanick,legendisback1
mishanick,legendisback1
nihalsarin,legendisback1
gurelediz,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,vi_pranav
legendisback1,alexrustemov
wonderfultime,legendisback1
g3god,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
gurelediz,legendisback1
legendisback1,dostis
legendisback1,vi_pranav
legendisback1,mishanick
mishanick,legendisback1
mishanick,legendisback1
legendisback1,mishanick
mishanick,legendisback1
legendisback1,mishanick
legendisback1,penguingm1
gurelediz,legendisback1
legendisback1,sumopork
legendisback1,gurelediz
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,mishanick
legendisback1,mishanick
legendisback1,vi_pranav
legendisback1,gurelediz
hansen,legendisback1
crescentmoon2411,legendisback1
legendisback1,gurelediz
alexrustemov,legendisback1
legendisback1,gurelediz
legendisback1,penguingm1
legendisback1,crescentmoon2411
soloadelante,legendisback1
legendisback1,hansen
legendisback1,penguingm1
legendisback1,gurelediz
legendisback1,mishanick
legendisback1,mishanick
mishanick,legendisback1
legendisback1,mishanick
legendisback1,igorkovalenko
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
h4parah5,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
gurelediz,legendisback1
legendisback1,tjychess
legendisback1,igorkovalenko
vi_pranav,legendisback1
igorkovalenko,legendisback1
igorkovalenko,legendisback1
mishanick,legendisback1
alexrustemov,legendisback1
vi_pranav,legendisback1
hansen,legendisback1
legendisback1,gurelediz
quietsunset,legendisback1
hansen,legendisback1
promen1999,legendisback1
promen1999,legendisback1
mitrabhaa,legendisback1
legendisback1,igorkovalenko
hansen,legendisback1
igorkovalenko,legendisback1
igorkovalenko,legendisback1
mitrabhaa,legendisback1
legendisback1,hansen
legendisback1,fireheart92
legendisback1,fireheart92
fireheart92,legendisback1
viditchess,legendisback1
penguingm1,legendisback1
legendisback1,igorkovalenko
legendisback1,gurelediz
legendisback1,vi_pranav
legendisback1,hansen
legendisback1,igorkovalenko
legendisback1,igorkovalenko
legendisback1,vi_pranav
legendisback1,igorkovalenko
legendisback1,igorkovalenko
fireheart92,legendisback1
legendisback1,fireheart92
legendisback1,vi_pranav
hansen,legendisback1
legendisback1,alexrustemov
gurelediz,legendisback1
legendisback1,gurelediz
gurelediz,legendisback1
gurelediz,legendisback1
vi_pranav,legendisback1
gurelediz,legendisback1
legendisback1,gurelediz
legendisback1,gurelediz
gurelediz,legendisback1
legendisback1,gurelediz
penguingm1,legendisback1
legendisback1,penguingm1
legendisback1,gurelediz
legendisback1,lonelyqueen0
legendisback1,gurelediz
gurelediz,legendisback1
legendisback1,vi_pranav
vi_pranav,legendisback1
gurelediz,legendisback1
hansen,legendisback1
gurelediz,legendisback1
legendisback1,artooon
legendisback1,gurelediz
legendisback1,vi_pranav
maciek_92,legendisback1
legendisback1,vi_pranav
legendisback1,gurelediz
gurelediz,legendisback1
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,jefferyx
wonderfultime,legendisback1
jefferyx,legendisback1
legendisback1,vugarrasulov
legendisback1,igorkovalenko
jefferyx,legendisback1
legendisback1,igorkovalenko
legendisback1,alexrustemov
legendisback1,michaelq2d5
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
rasmussvane,legendisback1
gurelediz,legendisback1
igorkovalenko,legendisback1
igorkovalenko,legendisback1
legendisback1,gurelediz
gurelediz,legendisback1
gurelediz,legendisback1
gurelediz,legendisback1
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
legendisback1,gurelediz
penguingm1,legendisback1
igorkovalenko,legendisback1
vi_pranav,legendisback1
vi_pranav,legendisback1
artooon,legendisback1
fireheart92,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
rasmussvane,legendisback1
wonderfultime,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,rasmussvane
rasmussvane,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,wonderfultime
quietsunset,legendisback1
legendisback1,wonderfultime
promen1999,legendisback1
promen1999,legendisback1
artooon,legendisback1
wonderfultime,legendisback1
artooon,legendisback1
legendisback1,artooon
wonderfultime,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
wonderfultime,legendisback1
legendisback1,rasmussvane
rasmussvane,legendisback1
legendisback1,rasmussvane
wonderfultime,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
wonderfultime,legendisback1
alexrustemov,legendisback1
legendisback1,artooon
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,sergoy
legendisback1,sergoy
sergoy,legendisback1
legendisback1,sergoy
legendisback1,sergoy
sergiochess83,legendisback1
xamax2000,legendisback1
xiaotong2008,legendisback1
xamax2000,legendisback1
legendisback1,xamax2000
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
xamax2000,legendisback1
legendisback1,alexrustemov
adotand,legendisback1
adotand,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
spicycaterpillar,legendisback1
soloadelante,legendisback1
adotand,legendisback1
adotand,legendisback1
legendisback1,adotand
adotand,legendisback1
legendisback1,adotand
legendisback1,shimastream
legendisback1,adotand
legendisback1,adotand
legendisback1,adotand
adotand,legendisback1
legendisback1,adotand
xiaotong2008,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
rhinobritos,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,artooon
artooon,legendisback1
artooon,legendisback1
legendisback1,nihalsarin
legendisback1,nihalsarin
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,nihalsarin
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
legendisback1,vi_pranav
devonlaratt,legendisback1
legendisback1,devonlaratt
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
vi_pranav,legendisback1
vi_pranav,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
vi_pranav,legendisback1
vi_pranav,legendisback1
vi_pranav,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
legendisback1,crescentmoon2411
crescentmoon2411,legendisback1
legendisback1,vi_pranav
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,nihalsarin
vi_pranav,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
legendisback1,vi_pranav
vi_pranav,legendisback1
legendisback1,vi_pranav
legendisback1,mishanick
legendisback1,mishanick
mishanick,legendisback1
vi_pranav,legendisback1
legendisback1,mishanick
legendisback1,fearless_guy
vi_pranav,legendisback1
vi_pranav,legendisback1
vi_pranav,legendisback1
legendisback1,vi_pranav
legendisback1,fireheart92
legendisback1,fireheart92
fireheart92,legendisback1
legendisback1,fireheart92
mishanick,legendisback1
legendisback1,eljanov
legendisback1,eljanov
eljanov,legendisback1
legendisback1,dostis
legendisback1,dostis
legendisback1,dostis
legendisback1,dostis
legendisback1,dostis
mitrabhaa,legendisback1
mitrabhaa,legendisback1
legendisback1,eljanov
legendisback1,eljanov
legendisback1,eljanov
legendisback1,eljanov
legendisback1,eljanov
legendisback1,eljanov
eljanov,legendisback1
legendisback1,mitrabhaa
legendisback1,mitrabhaa
legendisback1,eljanov
legendisback1,eljanov
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
legendisback1,penguingm1
penguingm1,legendisback1
penguingm1,legendisback1
penguingm1,legendisback1
legendisback1,penguingm1
penguingm1,legendisback1
legendisback1,bancsoo
legendisback1,bancsoo
legendisback1,bancsoo
legendisback1,sumopork
legendisback1,bancsoo
legendisback1,vugarrasulov
legendisback1,onyshchuk_v
legendisback1,vugarrasulov
vugarrasulov,legendisback1
legendisback1,vugarrasulov
legendisback1,vugarrasulov
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,bancsoo
legendisback1,penguingm1
penguingm1,legendisback1
penguingm1,legendisback1
legendisback1,artooon
legendisback1,artooon
legendisback1,artooon
legendisback1,sumopork
legendisback1,artooon
legendisback1,artooon
artooon,legendisback1
legendisback1,artooon
artooon,legendisback1
artooon,legendisback1
legendisback1,artooon
artooon,legendisback1
legendisback1,artooon
legendisback1,artooon
legendisback1,sumopork
legendisback1,penguingm1
legendisback1,penguingm1
penguingm1,legendisback1
penguingm1,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,nihalsarin
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,vi_pranav
legendisback1,vi_pranav
vi_pranav,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
nihalsarin,legendisback1
vi_pranav,legendisback1
champ2005,legendisback1
champ2005,legendisback1
chesswy,legendisback1
chesswy,legendisback1
chesswy,legendisback1
legendisback1,chesswy
legendisback1,chesswy
legendisback1,chesswy
legendisback1,chito89
vi_pranav,legendisback1
vi_pranav,legendisback1
vi_pranav,legendisback1
legendisback1,vi_pranav
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,alexrustemov
nihalsarin,legendisback1
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
alexrustemov,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,alexrustemov
nihalsarin,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
h4parah5,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,tjychess
legendisback1,sergoy
viditchess,legendisback1
legendisback1,vi_pranav
vi_pranav,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,tptagain
alexrustemov,legendisback1
legendisback1,artooon
artooon,legendisback1
legendisback1,bancsoo
maciek_92,legendisback1
legendisback1,alexrustemov
nihalsarin,legendisback1
legendisback1,igorkovalenko
legendisback1,nihalsarin
legendisback1,alexrustemov
legendisback1,bancsoo
igorkovalenko,legendisback1
nihalsarin,legendisback1
legendisback1,sergoy
nihalsarin,legendisback1
legendisback1,bancsoo
igorkovalenko,legendisback1
legendisback1,alexrustemov
alexrustemov,legendisback1
nihalsarin,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,bancsoo
legendisback1,alexrustemov
legendisback1,frederiksvane
legendisback1,frederiksvane
alexrustemov,legendisback1
legendisback1,jcibarra
legendisback1,alexrustemov
jcibarra,legendisback1
legendisback1,jcibarra
legendisback1,gurelediz
legendisback1,alexrustemov
nihalsarin,legendisback1
legendisback1,alexrustemov
adotand,legendisback1
gurelediz,legendisback1
jcibarra,legendisback1
legendisback1,jlucasvf
legendisback1,nihalsarin
adotand,legendisback1
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,fearless_guy
hansen,legendisback1
legendisback1,xamax2000
legendisback1,sumopork
wonderfultime,legendisback1
tptagain,legendisback1
legendisback1,wonderfultime
legendisback1,vugarrasulov
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,jlucasvf
nihalsarin,legendisback1
artooon,legendisback1
alexrustemov,legendisback1
sergiochess83,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,igrok6996
nihalsarin,legendisback1
legendisback1,nihalsarin
legendisback1,nihalsarin
legendisback1,nihalsarin
legendisback1,jlucasvf
legendisback1,nihalsarin
adotand,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
nihalsarin,legendisback1
legendisback1,adotand
adotand,legendisback1
legendisback1,vugarrasulov
vugarrasulov,legendisback1
nihalsarin,legendisback1
legendisback1,vugarrasulov
legendisback1,artooon
legendisback1,vi_pranav
legendisback1,alexrustemov
legendisback1,alexrustemov
legendisback1,igorkovalenko
vi_pranav,legendisback1
legendisback1,alexrustemov
legendisback1,rasmussvane
rasmussvane,legendisback1
legendisback1,rasmussvane
gurelediz,legendisback1
igorkovalenko,legendisback1
legendisback1,kuchma777
legendisback1,alexrustemov
igorkovalenko,legendisback1
legendisback1,michaelq2d5
legendisback1,adotand
legendisback1,alexrustemov
champ2005,legendisback1
legendisback1,hansen
alexrustemov,legendisback1
legendisback1,igorkovalenko
legendisback1,alexrustemov
legendisback1,igorkovalenko
vi_pranav,legendisback1
alexrustemov,legendisback1
legendisback1,igorkovalenko
legendisback1,sergoy
legendisback1,adotand
legendisback1,alexrustemov
alexrustemov,legendisback1
legendisback1,vi_pranav
hansen,legendisback1
michaelq2d5,legendisback1
legendisback1,alexrustemov
